,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
335915,,,"('walked', 'sushi')",7.0,,
335923,,,"('southern', 'charm')",9.0,,
335971,,,"('inside', 'whole')",14.0,,
335976,,,"('ramen', 'tonkatsu')",7.0,,
335984,,,"('ramen', 'lot')",9.0,,
335988,,,"('4', 'one')",10.0,,
336037,,,"('time', 'find')",16.0,,
336049,,,,,"('decor', 'quite', 'nice')",6.0
336054,,,"('ginger', 'pork')",9.0,,
336072,,,"('45', 'degrees')",19.0,,
336114,,,,,"('able', 'get', 'sushi')",6.0
336117,,,"('ready', 'waiting')",12.0,,
336123,,,"('sign', 'restaurant')",6.0,,
336124,,,"('small', 'nicely')",6.0,,
336141,,,"('go', 'beyond')",9.0,,
336145,,,,,"('great', 'sushi', 'staff')",6.0
336155,,,"('mussels', 'miso')",6.0,,
336160,,,"('fresher', 'better')",6.0,,
336171,,,,,"('wait', 'little', 'bit')",6.0
336178,,,"('ordered', 'rice')",13.0,,
336182,,,"('one', 'yellowtail')",6.0,,
336191,,,,,"('sushi', 'restaurants', 'reno')",27.0
336198,,,"('much', 'used')",7.0,,
336203,,,"('little', 'year')",7.0,,
336212,,,"('sushi', 'ya')",22.0,,
336215,,,"('recognized', 'us')",7.0,,
336224,,,"('nigiri', 'especially')",6.0,,
336229,,,"('love', 'option')",9.0,,
336252,,,"('day', 'new')",6.0,,
336275,,,,,"('need', 'make', 'reservations')",7.0
336287,,,"('decided', 'return')",7.0,,
336294,,,"('appetizer', 'platter')",8.0,,
336302,,,"('whole', 'bowl')",12.0,,
336347,,,"('takeout', 'way')",6.0,,
336366,,,"('grabbed', 'seat')",7.0,,
336379,,,"('taken', 'time')",6.0,,
336390,,,,,"('started', 'spicy', 'tuna')",7.0
336399,,,,,"('noodles', 'pretty', 'good')",6.0
336402,,,"('mass', 'ave')",39.0,,
336404,,,"('forty', 'five')",45.0,,
336405,,,"('five', 'degrees')",37.0,,
336420,,,,,"('food', 'wasnt', 'bad')",16.0
336429,,,"('like', 'yet')",6.0,,
336498,,,,,"('past', 'couple', 'months')",6.0
336516,,,,,"('pretty', 'good', 'one')",14.0
336530,,,"('found', 'another')",13.0,,
336539,,,"('things', 'usually')",8.0,,
336560,,,,,"('nigiri', 'salmon', 'tuna')",14.0
336569,,,"('visit', 'frequently')",7.0,,
336578,,,"('4', 'really')",7.0,,
336579,,,"('really', 'arent')",6.0,,
336582,,,"('relatively', 'high')",7.0,,
336618,,,"('restaurant', 'rolls')",7.0,,
336627,,,"('variety', 'cocktails')",6.0,,
336630,,,"('modern', 'fusion')",6.0,,
336634,,,"('wasabi', 'martini')",12.0,,
336673,,,"('crazy', 'special')",6.0,,
336674,,,"('end', 'coming')",6.0,,
336680,,,,,"('compared', 'japanese', 'restaurants')",6.0
336714,,,"('decent', 'considering')",6.0,,
336721,,,"('better', 'miso')",6.0,,
336725,,,"('world', 'class')",7.0,,
336732,,,,,"('topped', 'seared', 'tuna')",7.0
336767,,,"('table', 'loved')",9.0,"('experience', 'every', 'time')",11.0
336780,,,,,"('spider', 'roll', 'favorite')",6.0
336787,,,,,"('roll', 'pink', 'lady')",14.0
336813,,,"('beautiful', 'outdoor')",7.0,,
336821,,,,,"('want', 'good', 'food')",6.0
336822,,,,,"('food', 'decent', 'price')",22.0
336827,,,"('comfortable', 'seats')",7.0,,
336899,,,"('ninja', 'bacon')",6.0,,
336901,,,,,"('let', 'us', 'sit')",6.0
336902,,,"('squid', 'ink')",8.0,,
336915,,,"('lot', 'flavors')",8.0,,
336942,,,,,"('started', 'crab', 'rangoon')",13.0
336952,,,"('honey', 'fire')",7.0,,
336962,,,"('sauce', 'make')",12.0,,
336981,,,"('hamachi', 'fresh')",7.0,,
336984,,,,,"('seaweed', 'salad', 'rice')",7.0
336999,,,"('toasted', 'coconut')",6.0,,
337022,,,"('service', 'topnotch')",6.0,,
337038,,,,,"('lunch', 'saturday', 'afternoon')",8.0
337046,,,"('day', 'cant')",8.0,,
337060,,,"('overwhelming', 'first')",6.0,,
337063,,,"('steamed', 'broccoli')",14.0,,
337068,,,"('tender', 'inside')",12.0,,
337107,,,,,"('place', 'next', 'time')",12.0
337176,,,,,"('havent', 'tried', 'many')",6.0
337181,,,"('sushi', 'saga')",15.0,,
337212,,,"('come', 'couple')",8.0,,
337235,,,"('overall', 'enjoy')",13.0,,
337260,,,"('teriyaki', 'bowls')",9.0,,
337272,,,"('place', 'decorated')",10.0,,
337282,,,"('still', 'managed')",12.0,,
337291,,,"('awesome', 'appetizer')",8.0,"('around', '830', 'pm')",7.0
337305,,,"('beef', 'combo')",24.0,,
337315,,,"('size', 'burrito')",6.0,,
337318,,,"('seating', 'super')",6.0,,
337329,,,"('drinks', 'still')",8.0,,
337375,,,,,"('flavors', 'ice', 'cream')",8.0
337383,,,"('sure', 'seated')",7.0,,
337401,,,"('perfect', 'restaurant')",6.0,,
337411,,,"('cooked', 'delicious')",14.0,,
337417,,,"('dancing', 'eel')",8.0,,
337418,,,"('prepared', 'great')",13.0,,
337426,,,"('blue', 'sake')",7.0,,
337449,,,,,"('tried', 'seaweed', 'salad')",7.0
337451,,,"('night', 'night')",8.0,,
337461,,,"('taste', 'recommend')",11.0,,
337486,,,"('flavor', 'meat')",6.0,,
337492,,,"('dishes', 'highly')",6.0,,
337497,,,"('give', 'half')",10.0,,
337498,,,"('star', 'id')",6.0,,
337500,,,"('four', 'food')",6.0,,
337509,,,,,"('puff', 'daddy', 'roll')",8.0
337518,,,"('returning', 'really')",7.0,,
337532,,,"('730', 'place')",6.0,,
337543,,,"('attentive', 'took')",9.0,,
337550,,,"('real', 'hungry')",7.0,,
337561,,,"('veggies', 'along')",7.0,,
337594,,,,,"('two', 'nights', 'row')",7.0
337626,,,"('love', 'open')",8.0,,
337639,,,"('chinese', 'offerings')",7.0,,
337642,,,"('decided', 'stay')",8.0,,
337646,,,,,"('overall', 'still', 'good')",8.0
337652,,,"('craving', 'pho')",6.0,,
337653,,,"('good', 'gripe')",6.0,,
337659,,,,,"('three', 'times', 'now')",24.0
337670,,,,,"('avocado', 'roll', 'good')",10.0
337734,,,"('choose', 'definitely')",8.0,,
337735,,,"('everyone', 'pretty')",8.0,,
337749,,,"('used', 'able')",6.0,,
337750,,,,,"('decor', 'nice', 'food')",9.0
337757,,,"('new', 'every')",7.0,,
337760,,,,,"('saturday', 'night', 'first')",6.0
337784,,,,,"('spring', 'rolls', 'spring')",6.0
337785,,,,,"('spring', 'rolls', 'great')",13.0
337809,,,,,"('friend', 'ordered', 'sushi')",9.0
337829,,,,,"('pad', 'thai', 'peanut')",6.0
337847,,,"('beer', 'drinker')",6.0,,
337867,,,,,"('cant', 'wait', 'visit')",6.0
337883,,,,,"('happy', 'hour', 'monday')",16.0
337884,,,,,"('hour', 'monday', 'friday')",6.0
337938,,,"('food', 'entrees')",7.0,,
337940,,,"('devour', 'downtown')",10.0,,
337942,,,"('sunday', 'half')",12.0,,
337945,,,"('restaurant', 'prepared')",7.0,,
337969,,,"('treasure', 'valley')",15.0,,
337972,,,"('chatting', 'sushi')",6.0,,
337996,,,"('oh', 'one')",9.0,,
338021,,,"('glad', 'service')",6.0,,
338023,,,"('sriracha', 'wings')",8.0,,
338027,,,"('good', 'back')",8.0,,
338029,,,"('fantastic', 'well')",11.0,,
338032,,,"('time', 'quality')",10.0,,
338034,,,"('large', 'also')",7.0,,
338035,,,,,"('sushi', 'well', 'prepared')",15.0
338036,,,,,"('well', 'prepared', 'fresh')",12.0
338057,,,"('purchase', 'drink')",7.0,,
338083,,,"('squirt', 'sake')",8.0,,
338084,,,"('sake', 'mouth')",6.0,,
338086,,,"('order', 'soup')",8.0,,
338092,,,,,"('ordered', 'bunch', 'appetizers')",8.0
338110,,,,,"('roll', 'well', 'done')",6.0
338123,,,"('dinein', 'sushi')",6.0,,
338155,,,,,"('added', 'nice', 'touch')",8.0
338162,,,"('wasabi', 'side')",6.0,,
338163,,,"('everything', 'brought')",8.0,,
338182,,,,,"('came', 'different', 'times')",8.0
338217,,,"('mouth', 'im')",7.0,,
338221,,,"('less', 'meat')",8.0,,
338250,,,"('student', 'budget')",7.0,,
338281,,,"('chicken', 'feet')",21.0,,
338327,,,"('service', 'level')",10.0,,
338345,,,,,"('open', 'really', 'late')",6.0
338392,,,"('location', 'open')",7.0,,
338395,,,"('fast', 'pretty')",7.0,,
338411,,,"('ramen', 'perfect')",9.0,,
338412,,,,,"('tasty', 'service', 'good')",10.0
338415,,,"('town', 'nice')",9.0,,
338420,,,"('busy', 'cant')",6.0,,
338421,,,"('worth', 'im')",7.0,,
338424,,,"('potato', 'sushi')",11.0,,
338428,,,"('town', 'weekend')",6.0,,
338430,,,"('rooftop', 'bar')",12.0,,
338438,,,"('friends', 'late')",6.0,,
338469,,,"('place', 'start')",19.0,,
338492,,,"('drinks', 'overall')",10.0,"('can', 'eat', 'definitely')",9.0
338503,,,"('real', 'life')",6.0,,
338522,,,,,"('time', 'food', 'arrived')",6.0
338523,,,,,"('food', 'arrived', 'quickly')",13.0
338536,,,"('places', 'say')",9.0,,
338575,,,"('menu', 'kinda')",9.0,,
338583,,,"('options', 'keep')",8.0,,
338607,,,"('eat', 'found')",8.0,,
338679,,,"('good', 'cucumber')",7.0,,
338685,,,,,"('typical', 'chinese', 'food')",8.0
338702,,,"('much', 'thing')",13.0,,
338707,,,"('finally', 'visited')",6.0,,
338729,,,,,"('roll', 'pretty', 'big')",7.0
338748,,,,,"('food', 'seaweed', 'salad')",6.0
338753,,,"('cold', 'though')",6.0,,
338760,,,"('spicy', 'tonkotsu')",12.0,,
338762,,,"('amount', 'noodles')",10.0,,
338769,,,"('cents', 'per')",6.0,,
338772,,,"('offer', 'sashimi')",7.0,,
338774,,,"('night', 'gets')",6.0,,
338778,,,"('menu', 'set')",7.0,,
338787,,,"('ke', 'mao')",7.0,,
338803,,,"('rich', 'tasty')",6.0,,
338819,,,"('layers', 'flavors')",6.0,,
338842,,,"('scallop', 'carpaccio')",7.0,,
338847,,,"('hungry', 'go')",8.0,,
338855,,,"('start', 'service')",7.0,,
338860,,,"('choice', 'just')",10.0,,
338862,,,"('order', 'still')",15.0,,
338899,,,"('always', 'food')",8.0,,
338902,,,"('jj', 'sushi')",11.0,,
338929,,,,,"('bbq', 'eel', 'roll')",9.0
338946,,,"('good', '6')",8.0,,
338947,,,"('pieces', 'pretty')",9.0,,
338948,,,"('bad', 'ive')",21.0,,
338980,,,"('corn', 'hole')",6.0,,
339042,,,"('stars', 'feel')",12.0,,
339066,,,"('way', 'love')",6.0,,
339082,,,"('times', 'waitress')",7.0,,
339084,,,"('job', 'well')",9.0,,
339089,,,"('thai', 'loved')",6.0,,
339096,,,"('except', 'fried')",7.0,,
339138,,,"('rice', 'maybe')",12.0,,
339139,,,"('can', 'food')",6.0,,
339148,,,"('cool', 'special')",7.0,,
339156,,,"('heres', 'thing')",12.0,,
339159,,,,,"('service', 'really', 'quick')",11.0
339165,,,"('dollars', 'get')",8.0,,
339168,,,"('cold', 'restaurant')",10.0,,
339169,,,,,"('one', 'happy', 'hour')",9.0
339170,,,,,"('happy', 'hour', 'really')",21.0
339172,,,"('back', 'ijji')",6.0,,
339215,,,,,"('extremely', 'fresh', 'fish')",6.0
339220,,,,,"('also', 'well', 'made')",6.0
339222,,,"('moon', 'dumplings')",11.0,,
339251,,,,,"('trying', 'find', 'good')",8.0
339300,,,"('selection', 'plenty')",6.0,,
339311,,,"('sushi', 'sumo')",15.0,,
339349,,,"('dinner', 'late')",7.0,,
339353,,,"('thai', 'another')",8.0,,
339360,,,"('hibachi', 'beef')",8.0,,
339378,,,"('best', 'nice')",6.0,,
339380,,,"('wed', 'probably')",9.0,,
339385,,,,,"('chicken', 'teriyaki', 'chicken')",13.0
339405,,,,,"('warm', 'hand', 'towels')",6.0
339425,,,"('little', 'space')",11.0,,
339448,,,"('fantastic', 'youre')",7.0,,
339451,,,"('group', 'girlfriends')",7.0,,
339484,,,"('lighting', 'cool')",8.0,,
339513,,,,,"('will', 'definitely', 'stop')",9.0
339516,,,"('point', 'restaurant')",7.0,,
339537,,,"('want', 'simple')",6.0,,
339538,,,"('simple', 'california')",7.0,,
339554,,,,,"('two', 'rolls', 'came')",8.0
339563,,,"('sashimi', 'sweet')",7.0,,
339570,,,"('satisfied', 'good')",8.0,,
339573,,,"('step', 'game')",7.0,,
339579,,,"('minutes', 'water')",8.0,,
339584,,,"('atmosphere', 'prices')",6.0,,
339622,,,"('thought', 'amazing')",6.0,,
339685,,,,,"('food', 'came', 'time')",7.0
339700,,,,,"('hopefully', 'next', 'time')",9.0
339724,,,"('isnt', 'enough')",10.0,,
339758,,,"('spelled', 'wrong')",6.0,,
339783,,,"('rice', 'may')",8.0,,
339789,,,"('help', 'pick')",8.0,,
339818,,,"('octopus', 'nigiri')",11.0,,
339826,,,"('one', 'mango')",8.0,,
339838,,,,,"('great', 'will', 'going')",6.0
339860,,,"('seafood', 'rice')",11.0,,
339866,,,"('can', 'hardly')",12.0,,
339888,,,,,"('good', 'also', 'really')",7.0
339897,,,"('lounge', 'music')",6.0,,
339898,,,"('area', 'perfect')",6.0,,
339901,,,"('took', 'friend')",10.0,,
339914,,,,,"('great', 'waitress', 'attentive')",7.0
339923,,,,,"('back', 'whenever', 'im')",9.0
339927,,,"('salad', 'generous')",8.0,,
339929,,,"('got', 'white')",16.0,,
339968,,,"('v2', 'edamame')",8.0,,
339994,,,"('got', 'decent')",7.0,,
339995,,,"('amount', 'good')",9.0,,
339997,,,,,"('give', 'full', 'five')",6.0
339998,,,,,"('full', 'five', 'stars')",11.0
340004,,,"('bowl', 'definitely')",6.0,,
340042,,,"('im', 'afraid')",10.0,,
340070,,,"('surprised', 'size')",8.0,,
340099,,,,,"('dont', 'want', 'pay')",6.0
340117,,,,,"('pieces', 'happy', 'hour')",6.0
340144,,,"('nicely', 'grilled')",6.0,,
340152,,,,,"('twice', 'two', 'days')",6.0
340171,,,"('seasoned', 'egg')",9.0,,
340186,,,,,"('since', 'can', 'eat')",11.0
340189,,,"('open', 'open')",7.0,,
340190,,,"('atmosphere', 'felt')",7.0,,
340191,,,"('family', 'oriented')",7.0,,
340197,,,,,"('another', 'ayce', 'sushi')",6.0
340218,,,"('promptly', 'brought')",6.0,,
340220,,,"('lot', 'eat')",8.0,,
340233,,,"('eat', 'tip')",6.0,,
340249,,,,,"('service', 'always', 'top')",7.0
340254,,,"('theres', 'two')",7.0,,
340274,,,"('worst', 'sushi')",7.0,,
340293,,,,,"('king', 'crab', 'legs')",10.0
340303,,,"('tables', 'still')",11.0,,
340309,,,,,"('time', 'overall', 'great')",9.0
340310,,,,,"('experience', 'food', 'delicious')",6.0
340330,,,"('bean', 'dip')",11.0,"('greeted', 'seated', 'immediately')",9.0
340344,,,"('la', 'mode')",8.0,,
340412,,,"('crowd', 'can')",11.0,,
340418,,,"('kayne', 'prime')",7.0,,
340420,,,"('wagyu', 'filet')",6.0,,
340440,,,"('spot', 'found')",6.0,,
340454,,,"('airport', 'sushi')",9.0,,
340455,,,"('never', 'tasted')",14.0,,
340457,,,"('nashville', 'airport')",7.0,,
340466,,,,,"('every', 'time', 'went')",9.0
340482,,,,,"('best', 'ive', 'tampa')",8.0
340523,,,"('asian', 'noodles')",9.0,,
340526,,,"('per', 'say')",8.0,,
340532,,,"('chefs', 'give')",7.0,,
340538,,,"('stars', 'servers')",6.0,,
340551,,,"('incredible', 'deal')",8.0,,
340561,,,"('soup', 'california')",9.0,,
340568,,,,,"('food', 'always', 'point')",12.0
340587,,,"('excellent', 'nigiri')",7.0,,
340601,,,"('real', 'wasabi')",11.0,,
340627,,,"('minutes', 'greeted')",6.0,,
340677,,,"('took', 'around')",6.0,,
340685,,,,,"('sushi', 'spot', 'sushi')",6.0
340704,,,"('point', 'eat')",7.0,,
340711,,,"('wasabi', 'great')",12.0,,
340721,,,"('doesnt', 'reflect')",6.0,,
340727,,,"('difficult', 'navigate')",8.0,,
340737,,,"('experience', 'felt')",9.0,,
340794,,,,,"('attentive', 'without', 'overbearing')",14.0
340804,,,,,"('time', 'really', 'liked')",6.0
340813,,,"('tampa', 'always')",9.0,,
340835,,,"('fan', 'crab')",7.0,,
340837,,,"('won', 'tons')",11.0,,
340847,,,"('exceptionally', 'friendly')",6.0,,
340853,,,,,"('didnt', 'seem', 'like')",17.0
340858,,,,,"('place', 'nice', 'ambiance')",6.0
340883,,,"('chili', 'chicken')",10.0,,
340884,,,"('flavor', 'filling')",8.0,,
340890,,,,,"('also', 'ordered', 'sashimi')",7.0
340891,,,"('pieces', 'white')",13.0,,
340920,,,"('staff', 'generally')",6.0,,
340965,,,"('although', 'enjoyed')",6.0,,
340977,,,"('hard', 'compare')",6.0,,
340979,,,"('flavor', 'fresh')",11.0,,
340987,,,"('like', 'large')",10.0,,
340991,,,"('triple', 'spicy')",15.0,,
340995,,,"('returning', 'future')",10.0,,
341020,,,,,"('fresh', 'sushi', 'rolls')",24.0
341029,,,"('sized', 'sushi')",13.0,,
341100,,,"('seems', 'one')",8.0,,
341109,,,,,"('great', 'deal', 'food')",7.0
341116,,,,,"('got', 'pad', 'thai')",18.0
341119,,,,,"('ive', 'ever', 'still')",23.0
341122,,,"('maybe', 'three')",6.0,,
341132,,,"('kitsune', 'udon')",7.0,,
341143,,,,,"('fried', 'rice', 'excellent')",21.0
341156,,,,,"('next', 'time', 'love')",11.0
341164,,,"('told', 'seat')",7.0,,
341165,,,"('back', 'server')",11.0,,
341189,,,"('never', 'sure')",9.0,,
341195,,,"('inside', 'spacious')",10.0,,
341196,,,,,"('happy', 'hour', '12')",6.0
341238,,,,,"('yummy', 'ginger', 'dressing')",10.0
341239,,,"('rolls', 'contained')",6.0,,
341273,,,"('say', 'downside')",6.0,,
341274,,,"('parking', 'valet')",9.0,,
341282,,,"('drinks', 'cocktails')",7.0,,
341288,,,,,"('fan', 'sushi', 'place')",6.0
341311,,,,,"('fresh', 'pretty', 'good')",8.0
341312,,,,,"('rice', 'ratio', 'great')",6.0
341314,,,,,"('great', 'selection', 'different')",6.0
341330,,,,,"('definitely', 'heading', 'back')",6.0
341332,,,"('worth', 'got')",9.0,,
341340,,,"('often', 'friendly')",6.0,,
341366,,,"('tofu', 'perfectly')",6.0,,
341390,,,"('since', 'quality')",6.0,,
341395,,,,,"('food', 'always', 'get')",8.0
341419,,,,,"('busy', 'dinner', 'time')",6.0
341427,,,"('mayo', 'also')",7.0,,
341453,,,"('maybe', '20')",7.0,,
341459,,,"('good', 'check')",9.0,,
341472,,,,,"('dont', 'want', 'spend')",13.0
341501,,,"('know', 'amazing')",6.0,,
341523,,,"('rolls', 'listed')",9.0,,
341551,,,"('wish', 'stayed')",6.0,,
341598,,,,,"('hawaiian', 'roll', 'good')",7.0
341599,,,,,"('roll', 'good', 'also')",13.0
341636,,,"('lived', 'nashville')",6.0,,
341638,,,"('spots', 'just')",6.0,,
341644,,,,,"('spicy', 'stir', 'fry')",9.0
341669,,,,,"('hard', 'go', 'wrong')",9.0
341721,,,,,"('cream', 'cheese', 'cucumber')",15.0
341722,,,"('dinner', 'pleasantly')",17.0,,
341727,,,"('jewelry', 'store')",6.0,,
341757,,,"('friendly', 'employees')",8.0,,
341788,,,"('fish', 'fried')",12.0,,
341789,,,"('rice', 'black')",7.0,,
341840,,,"('things', 'happen')",10.0,,
341845,,,,,"('place', 'always', 'busy')",22.0
341851,,,"('typical', 'ramen')",6.0,,
341857,,,"('style', 'noodle')",6.0,,
341869,,,"('chashu', 'ramen')",8.0,,
341875,,,,,"('time', 'can', 'eat')",16.0
341876,,,,,"('can', 'eat', 'sashimi')",9.0
341885,,,,,"('can', 'really', 'make')",6.0
341900,,,"('82nd', 'street')",6.0,,
341927,,,,,"('rolls', 'can', 'eat')",21.0
341928,,,,,"('sushi', 'bar', 'large')",7.0
341940,,,"('area', 'check')",17.0,,
341946,,,"('quick', 'japanese')",6.0,,
341952,,,"('order', 'vegetable')",6.0,,
341962,,,"('going', 'ive')",7.0,,
341963,,,"('10', '15')",16.0,,
341985,,,,,"('stars', 'everything', 'else')",6.0
341986,,,"('always', 'excited')",7.0,,
341993,,,"('dark', 'red')",8.0,,
342017,,,"('docking', 'star')",7.0,,
342026,,,,,"('favorite', 'place', 'sushi')",24.0
342049,,,"('since', 'tables')",6.0,,
342068,,,,,"('chili', 'dipping', 'sauce')",6.0
342077,,,"('went', 'sister')",6.0,,
342093,,,"('great', 'starter')",12.0,,
342098,,,,,"('shell', 'crab', 'good')",6.0
342102,,,"('without', 'avocado')",8.0,,
342104,,,"('fried', 'asparagus')",10.0,"('sweet', 'eel', 'sauce')",10.0
342123,,,"('hours', 'make')",7.0,,
342128,,,,,"('portion', 'little', 'small')",7.0
342133,,,"('size', 'love')",6.0,,
342137,,,,,"('roll', 'good', 'sushi')",10.0
342168,,,,,"('memorial', 'day', 'weekend')",6.0
342169,,,"('tokyo', 'tasty')",6.0,,
342172,,,,,"('busy', 'seated', 'right')",8.0
342186,,,"('selection', 'extensive')",9.0,,
342191,,,"('tried', 'liked')",9.0,,
342194,,,"('suggest', 'asking')",6.0,,
342195,,,"('sauce', 'free')",6.0,,
342197,,,"('decided', 'wait')",16.0,,
342201,,,"('tempura', 'fresh')",13.0,,
342226,,,"('wrap', 'roll')",6.0,,
342270,,,"('atmosphere', 'extremely')",7.0,,
342278,,,"('outstanding', 'job')",6.0,,
342279,,,"('im', 'nashville')",7.0,,
342287,,,"('get', 'top')",9.0,,
342300,,,"('service', 'liked')",6.0,,
342302,,,,,"('definitely', 'give', 'another')",9.0
342305,,,"('service', 'inconsistent')",12.0,,
342310,,,,,"('lemon', 'drop', 'roll')",11.0
342314,,,,,"('accommodating', 'special', 'requests')",12.0
342315,,,"('go', 'yelp')",6.0,,
342318,,,"('tum', 'rub')",8.0,,
342341,,,"('entry', 'level')",8.0,,
342348,,,,,"('sushi', 'restaurants', 'tucson')",6.0
342387,,,,,"('lo', 'mein', 'delicious')",6.0
342408,,,,,"('lunch', 'special', 'amazing')",6.0
342411,,,"('fresh', 'meat')",10.0,,
342426,,,"('slightly', 'warm')",7.0,,
342444,,,"('salad', 'shumai')",7.0,,
342474,,,"('im', 'hooked')",6.0,,
342497,,,"('extra', 'charges')",6.0,,
342500,,,"('veggies', 'fish')",7.0,,
342505,,,,,"('yay', 'im', 'fan')",9.0
342521,,,"('combination', 'fish')",7.0,,
342529,,,,,"('st', 'pete', 'roll')",7.0
342538,,,,,"('great', 'definitely', 'go')",7.0
342554,,,"('will', 'plan')",6.0,,
342555,,,"('plan', 'next')",6.0,,
342575,,,,,"('still', 'one', 'favorite')",9.0
342592,,,,,"('sushi', 'bar', 'order')",8.0
342608,,,"('wasnt', 'memorable')",11.0,,
342643,,,,,"('good', 'little', 'sushi')",6.0
342646,,,"('get', 'yummy')",7.0,,
342653,,,"('parking', 'pretty')",7.0,,
342656,,,"('place', 'exactly')",10.0,,
342667,,,"('good', 'desert')",6.0,,
342691,,,,,"('sushi', 'good', 'spicy')",6.0
342709,,,"('like', 'experience')",10.0,,
342710,,,"('thai', 'chef')",13.0,,
342712,,,"('food', 'dish')",6.0,,
342713,,,"('dish', 'lot')",6.0,,
342715,,,"('delicious', 'pho')",9.0,,
342719,,,"('noodles', 'thick')",8.0,,
342723,,,,,"('happy', 'hour', 'rolls')",14.0
342727,,,"('fine', 'will')",9.0,,
342728,,,"('town', 'never')",11.0,,
342738,,,"('salad', '9')",7.0,,
342744,,,"('building', 'looks')",6.0,,
342758,,,"('pleasant', 'great')",8.0,,
342806,,,"('bill', '50')",6.0,,
342811,,,,,"('prices', 'also', 'reasonable')",11.0
342828,,,"('seating', 'go')",7.0,,
342829,,,"('can', 'call')",18.0,,
342837,,,,,"('good', 'one', 'best')",7.0
342845,,,"('made', 'salmon')",6.0,,
342848,,,,,"('friendly', 'helpful', 'will')",6.0
342889,,,"('great', 'makes')",8.0,,
342893,,,,,"('always', 'friendly', 'food')",18.0
342927,,,"('location', 'like')",8.0,,
342969,,,"('water', 'cup')",8.0,,
342979,,,,,"('decent', 'sushi', 'sushi')",6.0
343008,,,"('pretty', 'spot')",8.0,,
343023,,,"('pricey', 'small')",8.0,,
343025,,,,,"('super', 'friendly', 'knowledgeable')",6.0
343026,,,,,"('friendly', 'knowledgeable', 'menu')",9.0
343056,,,"('inside', 'delicious')",6.0,,
343063,,,,,"('wasnt', 'best', 'ever')",9.0
343080,,,"('weekend', 'friend')",6.0,,
343089,,,"('something', 'enjoy')",9.0,,
343134,,,"('little', 'taste')",11.0,,
343184,,,"('restaurant', 'eating')",6.0,,
343217,,,"('ingredients', 'also')",16.0,,
343235,,,,,"('next', 'time', 'reno')",17.0
343239,,,"('brings', 'food')",6.0,,
343267,,,"('lunch', 'orders')",8.0,"('came', 'highly', 'recommended')",15.0
343272,,,"('drinks', 'stayed')",6.0,,
343283,,,"('salmon', 'sake')",16.0,,
343318,,,"('price', 'delicious')",8.0,,
343321,,,"('little', 'limited')",14.0,,
343326,,,"('phoenix', 'roll')",22.0,,
343339,,,,,"('will', 'return', 'great')",15.0
343347,,,"('sushi', 'ready')",13.0,,
343374,,,"('curious', 'see')",6.0,,
343426,,,"('place', 'fits')",9.0,,
343427,,,"('fits', 'bill')",20.0,,
343438,,,"('vibe', 'friendly')",6.0,,
343458,,,"('willing', 'explain')",6.0,,
343465,,,"('table', 'must')",9.0,,
343489,,,"('dinner', 'weve')",6.0,,
343496,,,,,"('go', 'back', 'favorite')",7.0
343510,,,"('guy', 'made')",6.0,,
343517,,,"('stars', 'gave')",6.0,,
343575,,,"('friend', 'usually')",8.0,,
343576,,,"('usually', 'case')",7.0,,
343578,,,"('omakase', 'chef')",8.0,,
343598,,,"('town', 'center')",12.0,,
343669,,,"('onion', 'sweet')",8.0,,
343681,,,,,"('lunch', 'break', 'work')",6.0
343688,,,"('tobiko', 'flying')",7.0,,
343696,,,"('fish', 'bed')",6.0,,
343702,,,"('citrus', 'sauce')",7.0,,
343737,,,"('think', 'shrimp')",6.0,,
343784,,,"('hot', 'date')",6.0,,
343838,,,,,"('avocado', 'cucumber', 'rolls')",7.0
343860,,,"('come', 'family')",7.0,,
343866,,,,,"('likely', 'come', 'back')",7.0
343867,,,"('keep', 'sushi')",8.0,,
343886,,,"('lot', 'cooked')",6.0,,
343898,,,"('majority', 'rolls')",13.0,,
343906,,,,,"('sushi', 'restaurants', 'city')",13.0
343922,,,"('always', 'crave')",7.0,,
343960,,,"('shredded', 'carrots')",12.0,,
343972,,,"('flavor', 'without')",18.0,,
343973,,,,,"('came', 'pretty', 'late')",6.0
343995,,,"('tea', 'bar')",7.0,,
344015,,,"('best', 'authentic')",7.0,,
344019,,,"('well', 'marinated')",7.0,,
344053,,,,,"('portion', 'sizes', 'large')",12.0
344057,,,"('box', 'will')",6.0,,
344061,,,,,"('avocado', 'seaweed', 'salad')",8.0
344070,,,"('fun', 'will')",6.0,,
344074,,,"('back', 'perfect')",8.0,,
344087,,,"('packed', 'around')",6.0,,
344108,,,"('far', 'really')",10.0,,
344123,,,"('cuisine', 'also')",6.0,,
344125,,,"('good', 'anywhere')",7.0,,
344152,,,"('love', 'menu')",17.0,,
344181,,,"('special', 'treat')",11.0,,
344226,,,,,"('awesome', 'great', 'service')",6.0
344235,,,"('fast', 'polite')",8.0,,
344242,,,"('closer', 'live')",11.0,,
344243,,,,,"('lump', 'crab', 'meat')",11.0
344252,,,,,"('white', 'wine', 'sauce')",6.0
344262,,,"('roll', 'lady')",6.0,,
344312,,,,,"('town', 'will', 'definitely')",6.0
344344,,,,,"('high', 'end', 'restaurant')",11.0
344345,,,"('satisfying', 'tasty')",6.0,,
344369,,,"('exceptional', 'good')",7.0,,
