business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions
bqLtBdYhS-Rw1QNEHCiQZw,Asuka,1502 W Chester Pike,West Chester,PA,19382,39.9654193376,-75.5265782672,4.5,206,1,"Japanese, Chinese, Restaurants, Sushi Bars",NA,True,True,2,NA,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,True,NA,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",NA,True,NA,'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sbnRpy72YKFt7fnETWLVeA,Little Tokyo,2000 Rte 38,Cherry Hill,NJ,08002,39.9437277457,-75.0260663371,4,12,0,"Japanese, Sushi Bars, Restaurants",NA,True,True,2,NA,True,False,NA,'no',NA,NA,NA,False,True,False,NA,NA,True,'casual',NA,NA,True,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RriEN-KB0IceP7lHFiiW8A,Asihi Asian Cuisine Hibachi & Buffet,"7648 Hwy 70 S, Ste 1",Nashville,TN,37221,36.079652,-86.952367,3,89,1,"Asian Fusion, Sushi Bars, Buffets, Restaurants",NA,True,True,2,NA,True,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,False,True,False,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,NA,u'average',"{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QYks6LHomkyctLwD5Lfmeg,Blue Ocean,1400 Parkway Ave A3,Ewing,NJ,08628,40.2668877,-74.8056572,4,11,0,"Japanese, Sushi Bars, Restaurants",NA,NA,NA,NA,NA,None,None,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,NA,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B9zn3chR6q3yhE8-_sr18g,Murasaki,475 E Uwchlan Ave,Chester Springs,PA,19425,40.0670312106,-75.6489607171,4,164,1,"Sushi Bars, Japanese, Thai, Restaurants",NA,True,False,2,NA,True,True,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,False,False,False,u'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}",True,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,True,False,NA,NA,NA,NA,NA,NA
rM6bpwEQ8ybn3npCnFfY4w,Kiso Sushi & Hibachi,11780 E Mlk Jr Blvd,Seffner,FL,33584,27.9831792,-82.299156,4.5,64,1,"Japanese, Sushi Bars, Restaurants, Thai",NA,True,True,2,NA,True,True,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,False,True,True,False,u'beer_and_wine',True,'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,True,NA,NA,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}",False,NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA
O-ceM1MY4N3bJZif4REVtA,Basil Leaf,6395 Gulf Blvd,St. Pete Beach,FL,33706,27.7352325,-82.7464403,3.5,236,1,"Sushi Bars, Restaurants, Thai, Food, Bubble Tea",NA,True,True,2,NA,True,True,True,'no',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,NA,False,True,True,NA,'beer_and_wine',True,u'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",True,True,NA,u'average',"{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': None}",NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA
VJ4Z1gN_gWK2IFQ3Id8Z2w,Sushi Lounge,4802 S 6th Ave,Tucson,AZ,85714,32.164874,-110.9684998,4,186,1,"Sushi Bars, Chinese, Asian Fusion, Dim Sum, Restaurants",NA,True,True,2,NA,True,True,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,False,True,True,False,'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,NA,u'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}",False,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA
tOOVfgPDKtt-YauqIIUx4g,Binchō,228 South St,Philadelphia,PA,19147,39.9412059,-75.1468728,4.5,32,0,"Sushi Bars, Bars, Restaurants, Japanese, Tapas/Small Plates, Chinese, Nightlife, Barbeque",NA,True,True,NA,NA,None,None,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,None,False,u'beer_and_wine',NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,NA,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hWGMdTAvBJYQC8_scQv4Bg,QQ Deli Market,1231 Race St,Philadelphia,PA,19107,39.9560857,-75.1603557,3.5,5,1,"Delis, Convenience Stores, Food, Sushi Bars, Restaurants",NA,None,NA,2,NA,True,None,False,NA,NA,NA,NA,NA,True,None,NA,NA,None,'casual',NA,NA,None,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KQgCflC8eqJU5kvJkByXzw,Yamitsuki Ramen,1028 Arch St,Philadelphia,PA,19107,39.9535423,-75.1574552,3.5,478,1,"Japanese, Bubble Tea, Shaved Ice, Food, Izakaya, Sushi Bars, Ramen, Restaurants, Bars, Cocktail Bars, Beer, Wine & Spirits, Nightlife",False,True,True,2,False,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True,False,u'full_bar',True,'casual',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",False,u'no',"{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",False,NA,"{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
9kn0kqqcPzHmhPOxY0fAcw,Gimchi Korean Restaurant & Sushi Bar,3322 N Turnbull Dr,Metairie,LA,70001,30.0051998,-90.1688079,3,6,0,"Korean, Restaurants, Sushi Bars",NA,True,NA,2,NA,True,False,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,NA,True,NA,'full_bar',True,'casual',NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,'no',NA,NA,NA,NA,NA
9d0gEJEMVjy8UVlDg-yylw,Superb Sushi,"208 N 8th St, Ste 104",Boise,ID,83702,43.6163285,-116.2024838,3.5,74,0,"Food, Restaurants, Sushi Bars",NA,True,True,2,NA,True,False,True,u'no',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,True,True,True,False,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5JjZQr91HqTGUhpdHaV8tg,Sushi Spot / Hibachi,"3665 E Bay Dr, Ste 146",Largo,FL,33771,27.915278,-82.749628,4,212,1,"Sushi Bars, Steakhouses, Thai, Restaurants",NA,True,True,2,NA,True,False,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,True,False,'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu4TEXWfC69ZVrKDsVPtKQ,Chaiyo Sushi and Thai Cuisine,1724 W Newport Pike,Wilmington,DE,19804,39.7156587,-75.6297844,4,36,0,"Japanese, Thai, Sushi Bars, Asian Fusion, Restaurants",NA,True,True,2,NA,True,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,NA,False,False,True,NA,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,NA,u'quiet',"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eJ3AhJ9xHOme-zD7Gr0LQw,Fuji Japanese Steakhouse,9962 E Washington St,Indianapolis,IN,46229,39.775971,-85.991325,4,43,0,"Steakhouses, Japanese, Restaurants, Sushi Bars",NA,True,False,2,NA,True,False,False,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,True,NA,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U_eTZFGsWryIrD1dM1P3Rw,Malay Thai Kitchen,8800 New Falls Rd,Levittown,PA,19054,40.174214,-74.83044,4.5,133,1,"Malaysian, Sushi Bars, Thai, Restaurants",NA,True,False,2,NA,True,True,False,u'free',None,True,False,None,True,True,False,u'none',True,u'casual',"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': True, u'classy': None, u'upscale': False}",True,True,NA,u'average',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA
Kql3-jTrHFwOHdnFEcmutg,Ichiban Sushi,"10710 State Rd 54, Ste 104",New Port Richey,FL,34655,28.1924921916,-82.6378916846,3,84,1,"Thai, Chinese, Sushi Bars, Restaurants",NA,True,False,2,NA,True,True,False,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,True,False,True,True,False,'beer_and_wine',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': None, 'upscale': None, 'classy': True, 'casual': None}",NA,False,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tdri3C3E2A93twBL3QKvaQ,Cafe Zen,"2112 Belle Chasse Hwy, Ste 5",Gretna,LA,70056,29.8881487,-90.0329068,4,115,1,"Sushi Bars, Restaurants, Japanese, Desserts, Food",NA,True,False,2,NA,True,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,u'full_bar',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9MpC2yF56SMFFFOKobR2JQ,Naked Fins,1120 S Broadway Ave,Boise,ID,83706,43.5991184,-116.19321,4,80,1,"Food, Restaurants, Sushi Bars, Poke, Mexican, Tacos",NA,True,True,2,NA,True,True,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,False,NA,u'beer_and_wine',True,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,NA,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yFxxhrdtDfmNF4xcXeem8A,Takumi,1601 Concord Pike,Wilmington,DE,19803,39.780447,-75.543643,3.5,193,1,"Chinese, Sushi Bars, Japanese, Restaurants",NA,True,False,2,NA,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,True,False,False,True,NA,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9pr6rI87hZTCIAnFGNnvzQ,Cafe Walnut,703 Walnut St,Philadelphia,PA,19106,39.948124,-75.152821,4.5,128,1,"Bagels, Sushi Bars, Salad, Food, Coffee & Tea, Restaurants",NA,True,True,1,NA,True,False,False,u'free',"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",NA,NA,True,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
y3qnicZgcv9gMseetyzbFQ,Hibachi Super Buffet,4629 E Speedway Blvd,Tucson,AZ,85712,32.237665178,-110.8942365646,2.5,77,0,"Barbeque, Japanese, Sushi Bars, Restaurants, Buffets, Chinese",NA,True,False,1,NA,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FqOCC8Y9xryaX7sIBJcrxA,Vic Sushi Bar,2035 Sansom St,Philadelphia,PA,19103,39.9515773,-75.174834,4,884,1,"Japanese, Sushi Bars, Restaurants",False,True,True,2,NA,None,True,False,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,False,None,False,False,False,'none',False,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,False,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,False,'yes_free',NA,NA,NA,NA,NA
sGJSVMcJ9mN8tyJoUXxezw,Wei Dao Asian Cuisine,5024 W Esplanade Ave,Metairie,LA,70006,30.016452,-90.1997894,4.5,65,0,"Restaurants, Sushi Bars, Ramen, Japanese, Chinese",NA,True,True,NA,NA,True,True,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,None,False,False,False,u'full_bar',True,u'casual',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",False,True,NA,NA,"{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03sqfUjXdEtZCUxVFxXntQ,Fusion Cafe,5000 1/2 W Esplanade Ave,Metairie,LA,70006,30.016687,-90.198954,4.5,95,1,"Japanese, Restaurants, Sushi Bars, Asian Fusion, Vietnamese",NA,True,True,2,NA,True,False,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
howa_3u8Fl0CKOdrGaciJw,Royal Sushi Buffet,9550 US Hwy 19 N,Port Richey,FL,34668,28.2960238,-82.7066813,2.5,23,1,"Japanese, Buffets, Sushi Bars, Restaurants",NA,True,NA,NA,NA,True,True,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,False,False,True,True,False,NA,NA,u'casual',"{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}",True,NA,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vf4GVOwIagZq3xBdQJxZwA,Sushi Club,"294 E Moana Ln, Ste 1",Reno,NV,89502,39.4925162,-119.7930485,3,106,0,"Restaurants, Japanese, Buffets, Sushi Bars",NA,True,True,2,NA,True,True,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,True,NA,u'beer_and_wine',True,'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MjYOcDz1QvPb9h6rRlpddQ,Sushi Sugoi,2874 Calgary Trail,Edmonton,AB,T6J 6V7,53.4593976,-113.4928692,4,21,0,"Sushi Bars, Japanese, Restaurants",NA,NA,False,2,NA,True,False,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,False,True,NA,u'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",NA,True,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_Iy6WdVWiJ-wLbGIBc8Rw,Fuji Japanese Restaurant,8113 Moores Ln,Brentwood,TN,37027,35.9653351224,-86.8012016325,3.5,68,1,"Japanese, Restaurants, Sushi Bars, Ramen",NA,True,True,2,NA,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,True,False,True,NA,u'beer_and_wine',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,NA,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43HQoUomzZGCqCAjLy-PeQ,Megu - Haddonfield,143 Kings Hwy E,Haddonfield,NJ,08033,39.8981112,-75.0322052,3.5,20,1,"Sushi Bars, Restaurants, Japanese",False,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_WMPvLy9AWk9NoymKpkfhg,Yuzen Japanese Restaurant,127-1 Hebert Road,St. Albert,AB,T8N 2E7,53.6224531,-113.6085008,4,30,0,"Ramen, Sushi Bars, Japanese, Restaurants",NA,NA,True,2,NA,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,False,True,True,NA,'beer_and_wine',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HpLIHgoz3XPTyol5tKKb_w,Arirang Hibachi Steakhouse,2329 East Lincoln Highway,Langhorne,PA,19047,40.1786120787,-74.8788206403,3.5,216,1,"Japanese, Restaurants, Sushi Bars, Steakhouses",NA,True,False,2,NA,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,True,False,True,False,False,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,u'average',"{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': None}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Y2lmM-e6foq2fhM4oRvtg,Grand Buffet,800 S Clearview Pkwy,New Orleans,LA,70123,29.954083,-90.181799,3,41,1,"Mexican, Chinese, Buffets, Restaurants, Sushi Bars",NA,True,True,2,NA,True,False,NA,u'no',"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",NA,False,False,True,False,NA,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vFgzmodxwEEtiPfktfe1Dw,Soobak,218 E Davis Blvd,Tampa,FL,33606,27.92683,-82.453823,4.5,31,0,"Ice Cream & Frozen Yogurt, Japanese, Restaurants, Food, Sushi Bars, Korean, Asian Fusion",NA,True,True,2,NA,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,False,NA,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,False,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAqY1Pw4wYCv0kkFQAyTRQ,Yakuza House,"1325 Veterans Memorial Blvd, Ste A",Metairie,LA,70005,30.002214,-90.137892,4.5,65,1,"Japanese, Restaurants, Sushi Bars",NA,True,NA,NA,NA,None,None,True,u'free',NA,True,NA,False,True,NA,NA,u'none',NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13HH552okR9DsjANReVeFQ,BlueFin Restaurant,2820 Dekalb Pike,East Norriton,PA,19401,40.138783,-75.312849,4.5,315,1,"Restaurants, Japanese, Sushi Bars, Pizza",NA,True,False,2,NA,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,False,None,True,True,False,'none',False,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,'yes_free',NA,NA,NA,NA,NA
VGsPfL7qGIiqG4ucOUbdaQ,The Biggest Little Sushi Bar,"400 W 5th St, Ste 102",Reno,NV,89503,39.529905,-119.82028,3.5,84,1,"Japanese, Poke, Desserts, Food, Sushi Bars, Restaurants",NA,True,False,2,NA,True,True,True,u'free',"{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': False}",False,NA,False,True,NA,False,u'none',NA,NA,NA,True,NA,NA,u'average',NA,NA,NA,NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA
KBUrZtRmVEm2-N4t9hsnbw,Hi Tokyo,1628 Carlyle Ave,Belleville,IL,62221,38.5187738,-89.9356731,4.5,48,1,"Japanese, Restaurants, Sushi Bars",NA,True,NA,NA,NA,True,True,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,NA,True,NA,NA,NA,u'casual',"{u'divey': False, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
