,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
19787,,,"('tables', 'filled')",17.0,,
19789,,,"('staff', 'comes')",6.0,,
19791,,,"('plates', 'food')",29.0,,
19792,,,"('food', 'sit')",12.0,,
19794,,,"('waiting', 'food')",132.0,,
19795,,,"('even', 'look')",70.0,,
19797,,,"('sure', 'youre')",7.0,,
19801,,,"('get', 'super')",9.0,,
19806,"('legally',)",6.0,,,,
19807,,,"('eat', 'time')",30.0,,
19810,,,"('half', 'items')",12.0,,
19811,"('wildly',)",14.0,"('items', 'ordered')",45.0,,
19812,,,"('ordered', 'never')",27.0,,
19813,,,"('came', 'didnt')",21.0,,
19816,,,"('tasteless', 'food')",15.0,,
19820,"('sachi',)",6.0,,,,
19822,,,"('walks', 'around')",7.0,,
19825,"('z',)",10.0,,,,
19826,,,"('never', 'smiled')",14.0,,
19829,,,"('asked', 'meal')",10.0,,
19830,,,"('meal', 'terrible')",7.0,,
19831,,,"('food', 'blah')",6.0,,
19835,,,"('face', 'like')",9.0,,
19841,,,"('worth', 'try')",6.0,,
19843,,,"('disappointing', 'ordered')",19.0,,
19847,,,"('roll', 'roll')",36.0,,
19852,"('glued',)",6.0,,,,
19856,"('ensued',)",7.0,,,,
19857,,,"('like', 'eating')",72.0,,
19859,,,"('food', 'restaurant')",80.0,,
19860,"('damp',)",6.0,,,,
19863,,,"('today', 'however')",8.0,,
19864,,,"('however', 'first')",6.0,,
19865,,,"('first', 'bad')",20.0,,
19866,,,"('experience', 'chef')",7.0,,
19868,,,"('either', 'bad')",6.0,,
19869,,,"('day', 'just')",15.0,,
19872,"('deceiving',)",15.0,"('rolls', 'cut')",10.0,,
19874,,,"('picked', 'piece')",7.0,,
19875,"('sarcastically',)",7.0,,,,
19876,,,"('whole', 'roll')",17.0,,
19879,,,"('like', 'couldnt')",19.0,,
19880,,,"('couldnt', 'bothered')",12.0,,
19881,"('corona',)",7.0,,,,
19883,,,"('next', 'roll')",8.0,,
19884,,,"('asked', 'extra')",47.0,,
19885,,,"('extra', 'rice')",14.0,,
19886,,,"('rice', 'vinegar')",31.0,,
19891,,,"('got', 'asked')",38.0,,
19892,,,"('asked', 'several')",15.0,,
19893,,,"('times', 'im')",12.0,,
19894,,,"('im', 'hoping')",16.0,,
19895,,,"('hoping', 'place')",10.0,,
19896,,,"('isnt', 'going')",10.0,,
19897,,,"('going', 'downhill')",24.0,,
19900,,,,,"('get', 'us', 'drinks')",6.0
19902,,,"('time', 'visit')",22.0,,
19904,,,"('disappointing', 'say')",14.0,,
19906,,,"('time', 'customer')",33.0,,
19907,,,"('customer', 'come')",9.0,,
19909,,,"('since', 'theyve')",7.0,,
19910,,,,,"('us', 'several', 'times')",17.0
19911,,,,,"('several', 'times', 'never')",12.0
19913,,,"('previous', 'review')",25.0,"('never', 'told', 'us')",13.0
19915,"('ijji2',)",6.0,,,,
19916,,,"('great', 'price')",18.0,,
19917,,,"('price', 'however')",8.0,,
19921,,,"('food', 'preparation')",12.0,,
19923,,,"('want', 'get')",60.0,,
19926,"('boom',)",10.0,,,,
19927,,,"('brought', 'attention')",40.0,,
19928,,,"('attention', 'server')",11.0,,
19934,,,"('now', 'ill')",6.0,,
19935,,,"('ill', 'make')",20.0,,
19936,,,"('make', 'trip')",7.0,,
19944,,,,,"('service', 'ive', 'experienced')",8.0
19948,,,"('fishy', 'didnt')",6.0,,
19949,,,"('taste', 'fresh')",173.0,,
19951,,,"('smelled', 'fishy')",22.0,,
19953,,,"('ate', 'meal')",7.0,,
19957,"('po',)",9.0,,,,
19958,,,"('really', 'care')",37.0,"('spicy', 'salmon', 'roll')",39.0
19960,,,"('fresh', 'just')",15.0,,
19961,,,"('kept', 'telling')",40.0,,
19968,,,"('maybe', 'thats')",26.0,,
19970,,,"('table', 'table')",28.0,,
19975,,,"('staff', 'still')",8.0,"('go', 'somewhere', 'else')",196.0
19980,,,"('let', 'start')",70.0,"('never', 'made', 'table')",9.0
19982,,,"('picky', 'person')",6.0,,
19983,,,"('person', 'comes')",7.0,,
19984,,,"('food', 'last')",27.0,,
19985,,,"('last', 'thing')",28.0,,
19989,,,"('leaving', 'bad')",19.0,,
19990,"('chomping',)",6.0,,,"('just', 'looked', 'us')",15.0
19991,"('therewe',)",6.0,,,,
20001,"('vest',)",8.0,"('thing', 'noticed')",19.0,,
20004,"('sober',)",6.0,,,,
20013,,,"('can', 'assume')",21.0,,
20014,"('luis',)",8.0,,,,
20022,"('disorganization',)",7.0,,,,
20025,"('uncovered',)",12.0,,,,
20028,,,"('floor', 'table')",7.0,,
20029,"('plummeted',)",8.0,"('table', 'clearly')",9.0,,
20032,,,,,"('brought', 'wrong', 'food')",10.0
20033,,,"('since', 'can')",12.0,,
20036,,,"('much', 'can')",17.0,,
20038,,,"('pretty', 'hard')",12.0,,
20043,,,,,"('get', 'miso', 'soup')",10.0
20045,"('bitches',)",6.0,,,,
20046,,,"('description', 'menu')",9.0,,
20047,"('nono',)",10.0,,,,
20048,,,"('veggie', 'roll')",22.0,,
20052,,,"('roll', 'old')",8.0,,
20054,,,"('hibachi', 'steak')",35.0,,
20055,,,,,"('will', 'ever', 'go')",33.0
20056,,,,,"('go', 'back', 'im')",11.0
20063,,,"('else', 'one')",9.0,,
20067,,,"('mention', 'service')",12.0,,
20068,,,"('service', 'nice')",29.0,,
20070,,,"('older', 'gentleman')",8.0,,
20072,,,"('came', 'dine')",8.0,,
20074,,,"('asking', 'waitress')",14.0,,
20076,"('newspaper',)",6.0,,,,
20078,,,"('menu', 'waitress')",17.0,,
20083,,,"('made', 'sad')",6.0,,
20085,,,"('since', 'clearly')",7.0,,
20086,,,"('clearly', 'just')",7.0,,
20088,"('52',)",7.0,,,,
20090,"('supporter',)",6.0,"('alone', 'will')",7.0,,
20091,,,"('definitely', 'coming')",19.0,,
20092,,,"('back', 'recommend')",84.0,,
20095,,,"('service', 'getting')",6.0,,
20096,"('kabuto',)",9.0,"('getting', 'order')",13.0,,
20097,,,"('order', 'hour')",34.0,,
20099,,,"('poisoning', 'just')",6.0,,
20100,,,"('tried', 'come')",8.0,,
20101,,,"('another', 'chance')",91.0,,
20103,,,"('didnt', 'deserve')",13.0,,
20105,,,"('come', 'lunch')",14.0,,
20110,"('itshe',)",6.0,"('minutes', 'hibachi')",7.0,,
20113,,,"('decided', 'wait')",12.0,,
20114,,,"('wait', 'bar')",11.0,,
20120,,,"('menu', 'get')",14.0,,
20121,"('saga',)",12.0,"('get', 'appetizers')",26.0,"('waited', '5', 'minutes')",20.0
20122,,,"('appetizers', 'waited')",7.0,"('5', 'minutes', 'just')",9.0
20123,,,"('waited', 'never')",7.0,,
20124,,,"('even', 'asked')",79.0,,
20125,,,"('wanted', 'asked')",11.0,,
20126,"('investigated',)",9.0,"('asked', 'hostess')",46.0,,
20129,,,"('waiting', '25')",9.0,,
20130,,,"('told', 'still')",24.0,,
20134,,,"('like', 'better')",8.0,"('went', 'next', 'door')",19.0
20135,,,"('better', 'things')",6.0,,
20137,,,,,"('lady', 'told', 'us')",6.0
20138,,,,,"('told', 'us', 'sit')",23.0
20141,"('cultural',)",13.0,,,,
20143,"('discrepancy',)",9.0,,,,
20145,"('phrase',)",8.0,,,,
20149,,,"('good', 'price')",27.0,,
20150,"('betterthe',)",7.0,,,,
20155,"('tampopo',)",8.0,,,,
20157,,,"('sashimi', 'wasnt')",7.0,,
20158,,,"('fresh', 'dont')",20.0,,
20159,,,"('know', 'didnt')",31.0,,
20160,,,"('taste', 'right')",38.0,,
20161,"('lurking',)",6.0,"('right', 'sushi')",12.0,,
20162,"('keystone',)",10.0,"('sushi', 'wasnt')",99.0,,
20163,,,"('quality', 'rice')",17.0,,
20171,,,"('mixed', 'rice')",7.0,,
20176,,,,,"('go', 'back', 'work')",6.0
20179,,,"('ordered', 'different')",15.0,,
20182,,,,,"('go', 'back', 'went')",22.0
20186,"('duper',)",6.0,,,,
20189,"('stephanie',)",17.0,"('able', 'enjoy')",14.0,,
20190,,,"('enjoy', 'food')",80.0,,
20191,,,"('food', 'back')",69.0,,
20196,,,"('times', 'also')",13.0,,
20198,,,"('hot', 'green')",19.0,,
20201,"('greek',)",9.0,,,,
20203,,,"('like', 'water')",50.0,,
20204,,,"('water', 'served')",11.0,,
20205,,,"('served', 'like')",9.0,,
20206,,,"('service', 'sushi')",80.0,,
20207,,,"('wasnt', 'anything')",21.0,,
20208,,,"('anything', 'special')",19.0,,
20210,,,"('know', 'many')",16.0,,
20212,,,"('rather', 'go')",44.0,,
20213,,,"('sushi', 'alive')",27.0,,
20214,"('compromise',)",8.0,,,,
20216,,,"('give', 'less')",36.0,,
20217,,,"('less', 'one')",33.0,,
20221,,,"('lunch', 'go')",9.0,,
20222,,,"('go', 'work')",8.0,,
20223,,,"('work', 'nearby')",9.0,,
20225,,,"('ordered', 'three')",61.0,,
20226,"('heating',)",7.0,"('rolls', 'drenched')",11.0,,
20229,,,"('sauce', 'one')",15.0,,
20232,,,"('even', 'much')",6.0,,
20233,,,"('much', 'much')",26.0,"('got', 'home', 'opened')",15.0
20236,,,"('also', 'mentioned')",6.0,,
20237,,,"('mentioned', 'dont')",6.0,,
20238,,,"('like', 'salty')",11.0,,
20245,"('sue',)",7.0,,,,
20248,,,"('supposed', 'shrimp')",7.0,,
20251,,,"('wilted', 'lettuce')",11.0,,
20256,"('betteri',)",8.0,,,,
20258,"('depth',)",7.0,"('brown', 'avocado')",11.0,,
20261,,,"('really', 'disappointed')",116.0,,
20262,,,"('disappointed', 'still')",10.0,,
20265,,,"('spent', '20')",18.0,,
20267,"('buffalo',)",13.0,"('lunch', 'ended')",7.0,,
20268,,,"('ended', 'trash')",6.0,,
20269,,,,,"('ordered', 'spicy', 'tuna')",57.0
20270,,,,,"('tuna', 'roll', 'tuna')",10.0
20271,,,"('call', 'health')",7.0,,
20272,,,,,"('tuna', 'tasted', 'like')",16.0
20276,"('path',)",6.0,,,,
20277,,,"('chinese', 'buffets')",26.0,,
20279,"('flimsy',)",11.0,"('ever', 'waitress')",14.0,,
20283,,,,,"('felt', 'sick', 'eating')",8.0
20286,,,"('someone', 'elses')",55.0,,
20291,,,"('dirty', 'dishes')",62.0,,
20306,"('decides',)",14.0,,,,
20308,"('80s',)",7.0,,,,
20309,,,"('went', 'get')",59.0,,
20310,,,"('get', 'fresh')",18.0,,
20311,,,"('fresh', 'chicken')",12.0,,
20312,,,"('cooked', 'hibachi')",8.0,,
20313,,,"('hibachi', 'style')",9.0,,
20316,,,"('raw', 'chicken')",31.0,,
20320,,,"('standing', 'around')",69.0,,
20321,"('institution',)",10.0,,,,
20325,,,"('going', 'save')",8.0,,
20328,,,"('else', 'first')",10.0,"('miso', 'soup', 'tasted')",24.0
20330,"('da',)",9.0,"('several', 'occasions')",9.0,,
20332,,,"('enjoyed', 'much')",7.0,,
20333,"('noble',)",11.0,"('much', 'told')",11.0,,
20334,,,"('friends', 'go')",16.0,,
20335,,,"('go', 'place')",152.0,,
20336,,,"('went', 'friend')",21.0,,
20337,"('mistakethe',)",8.0,"('friend', 'found')",13.0,,
20338,,,"('hair', 'sushi')",29.0,,
20339,,,"('waitress', 'seated')",7.0,"('never', 'return', 'restaurant')",17.0
20340,,,"('seated', 'booth')",15.0,,
20342,,,"('see', 'kitchen')",10.0,,
20343,,,"('kitchen', 'door')",11.0,,
20348,,,"('looked', 'said')",29.0,,
20351,"('hamburgers',)",7.0,"('without', 'looking')",9.0,,
20352,"('inconveniencing',)",11.0,,,,
20353,,,"('told', 'look')",8.0,,
20355,"('travelers',)",7.0,"('gave', 'attitude')",22.0,,
20356,,,"('attitude', 'took')",6.0,,
20363,,,"('came', 'right')",24.0,,
20364,,,"('right', 'back')",69.0,,
20365,,,"('back', 'plate')",10.0,,
20367,"('causeway',)",10.0,"('minute', 'later')",26.0,,
20368,"('considerate',)",8.0,"('later', 'came')",31.0,,
20371,,,"('different', 'plate')",7.0,,
20376,,,"('told', 'eat')",13.0,,
20377,,,"('eat', 'like')",25.0,"('customer', 'service', 'good')",7.0
20378,,,"('like', 'speak')",11.0,"('service', 'good', 'sushi')",10.0
20382,,,"('bill', 'dont')",12.0,,
20383,,,"('dont', 'order')",99.0,,
20384,,,"('takeout', 'ordered')",7.0,,
20385,,,"('ordered', 'chirashi')",21.0,,
20386,,,,,"('rolls', 'mostly', 'rice')",10.0
20387,"('habit',)",11.0,,,,
20389,,,"('place', 'takeout')",9.0,"('make', 'matters', 'worst')",7.0
20391,,,"('given', 'good')",6.0,,
20396,,,"('feel', 'ripped')",11.0,,
20398,,,"('fish', 'pieces')",9.0,,
20403,,,"('also', 'smelled')",6.0,,
20404,,,"('smelled', 'tasted')",32.0,,
20405,"('futomaki',)",11.0,"('like', 'warm')",17.0,,
20409,,,"('sat', 'long')",8.0,,
20410,,,"('long', 'even')",11.0,,
20411,,,,,"('rice', 'soy', 'sauce')",9.0
20412,,,"('pickled', 'ginger')",21.0,,
20416,,,"('get', 'supermarket')",9.0,,
20417,,,"('supermarket', 'sushi')",35.0,,
20426,"('jacked',)",7.0,,,,
20429,,,"('treat', 'like')",15.0,,
20430,,,"('like', 'crap')",36.0,,
20432,,,"('try', 'sushi')",104.0,,
20433,,,"('sushi', 'station')",16.0,,
20434,,,"('station', 'sushi')",32.0,,
20446,,,"('ordered', '100')",9.0,,
20450,,,"('slightly', 'better')",16.0,,
20451,,,"('get', 'chinese')",11.0,,
20454,,,"('made', 'experience')",24.0,,
20455,,,"('experience', 'even')",22.0,,
20457,,,"('servers', 'extremely')",7.0,,
20458,,,"('extremely', 'unpleasant')",6.0,,
20461,,,"('hovering', 'around')",6.0,,
20462,,,"('table', 'making')",7.0,,
20464,,,"('feel', 'rushed')",9.0,,
20466,"('crock',)",6.0,"('enjoy', 'going')",9.0,,
20476,,,"('will', 'first')",15.0,,
20477,,,"('place', 'service')",92.0,,
20478,,,"('service', 'never')",70.0,,
20481,"('badthe',)",11.0,,,,
20487,"('notion',)",6.0,"('usually', 'go')",43.0,,
20495,,,"('friends', 'ate')",7.0,,
20496,,,"('ate', 'also')",7.0,,
20497,,,"('also', 'got')",81.0,,
20498,,,"('got', 'takeout')",21.0,,
20501,"('hyde',)",8.0,"('waitress', 'give')",9.0,,
20503,"('tony',)",9.0,"('separate', 'checks')",47.0,,
20508,,,"('came', 'wrong')",30.0,,
20509,,,"('told', 'tried')",6.0,,
20510,,,"('tried', 'fix')",6.0,,
20512,,,"('got', 'wrong')",36.0,,
20514,"('operate',)",14.0,,,,
20517,,,,,"('fresh', 'miso', 'soup')",6.0
20519,,,"('started', 'yelling')",32.0,,
20521,"('smug',)",7.0,,,,
20524,,,,,"('last', 'time', 'will')",67.0
20526,,,"('left', 'waitress')",8.0,,
20529,,,"('trying', 'rip')",8.0,,
20532,,,,,"('rice', 'fish', 'ratio')",16.0
20538,"('roller',)",6.0,,,,
20545,,,"('like', 'fault')",14.0,,
20546,"('spoiling',)",7.0,,,,
20552,"('bend',)",6.0,,,,
20554,,,"('eat', 'lot')",38.0,,
20557,"('revenue',)",11.0,,,,
20560,,,"('disgusting', 'service')",13.0,,
20562,,,,,"('will', 'ever', 'return')",19.0
20563,,,"('ever', 'received')",44.0,,
20566,"('crunchies',)",7.0,,,,
20568,"('partly',)",8.0,,,,
20569,,,"('go', 'business')",32.0,,
20573,"('20minutes',)",6.0,,,,
20575,"('prioritize',)",8.0,,,,
20581,"('decoration',)",16.0,,,,
20582,,,"('like', 'got')",30.0,,
20583,,,"('got', 'served')",31.0,,
20592,,,"('supposed', 'nice')",6.0,,
20593,,,"('nice', 'lunch')",9.0,,
20594,,,"('lunch', 'food')",16.0,,
20599,"('whelming',)",7.0,"('half', 'way')",57.0,"('way', 'better', 'service')",9.0
20600,,,"('way', 'one')",16.0,,
20601,,,"('one', 'plate')",37.0,,
20604,,,"('didnt', 'mind')",41.0,,
20605,"('waking',)",8.0,,,,
20606,"('martha',)",8.0,,,,
20607,"('parasite',)",9.0,"('sushi', 'however')",40.0,,
20619,,,"('really', 'eat')",9.0,,
20620,,,"('anything', 'food')",20.0,,
20623,"('oversauced',)",6.0,,,,
20628,,,,,"('decided', 'go', 'dinner')",8.0
20632,,,"('finally', 'get')",83.0,,
20636,,,"('said', 'asked')",29.0,,
20637,,,"('us', 'manager')",35.0,,
20638,,,"('basically', 'paid')",8.0,,
20640,"('mishap',)",6.0,,,,
20641,,,"('one', 'glass')",6.0,,
20642,"('clarification',)",19.0,,,,
20644,,,"('returning', 'ever')",21.0,,
20645,"('groceries',)",6.0,,,,
20647,"('unremarkable',)",15.0,,,,
20648,,,"('many', 'chances')",21.0,,
20650,"('accompany',)",12.0,,,,
20654,,,"('service', 'dirty')",7.0,,
20655,,,"('dirty', 'tables')",28.0,,
20658,,,"('way', 'way')",28.0,,
20659,,,"('way', 'long')",58.0,,
20668,,,"('come', 'door')",6.0,,
20677,"('meridian',)",15.0,"('get', 'management')",6.0,,
20678,,,"('management', 'needs')",20.0,,
20680,,,"('train', 'staff')",18.0,,
20681,,,"('staff', 'can')",8.0,,
20682,,,"('sushi', 'okay')",55.0,,
20684,"('sky',)",9.0,,,,
20686,,,"('mom', 'got')",13.0,,
20687,,,"('got', 'bento')",9.0,,
20688,,,"('box', 'chicken')",9.0,,
20689,,,"('chicken', 'got')",14.0,,
20690,,,"('got', 'terrible')",15.0,,
20691,,,"('poisoning', 'dont')",9.0,,
20692,,,"('place', 'also')",39.0,,
20693,"('amy',)",12.0,"('also', 'didnt')",53.0,,
20696,,,"('much', 'place')",14.0,,
20703,,,"('bland', 'food')",21.0,,
20704,,,"('food', 'either')",29.0,,
20709,,,"('quite', 'right')",8.0,,
20712,"('soiled',)",6.0,,,,
20714,,,"('pick', 'first')",6.0,,
20715,,,"('time', 'way')",7.0,,
20720,,,"('come', 'well')",7.0,,
20726,,,"('rude', 'incompetent')",6.0,,
20728,"('equaled',)",6.0,,,,
20735,,,"('wait', 'times')",52.0,,
20737,,,"('long', 'hard')",7.0,,
20738,,,"('hard', 'get')",29.0,,
20739,,,"('attention', 'waiter')",6.0,,
20743,"('crude',)",6.0,,,,
20748,"('tonic',)",14.0,,,,
20749,"('rooftop',)",18.0,,,,
20750,,,"('poor', 'communication')",6.0,,
20753,,,"('staff', 'one')",22.0,,
20754,,,"('time', 'told')",52.0,,
20756,,,,,"('ordered', 'medium', 'rare')",13.0
20757,,,"('bar', 'sat')",21.0,,
20758,,,"('bar', 'one')",38.0,,
20759,,,"('one', 'bartenders')",11.0,,
20761,,,"('go', 'sit')",20.0,,
20762,,,"('sit', 'table')",50.0,,
20768,"('575',)",6.0,,,,
20769,,,"('decided', 'stay')",29.0,,
20771,,,"('bar', 'since')",11.0,,
20777,,,,,"('sing', 'happy', 'birthday')",13.0
20780,,,"('available', 'tables')",10.0,,
20781,,,"('tables', 'occupied')",49.0,,
20783,,,"('bar', 'staff')",17.0,,
20784,"('books',)",12.0,"('staff', 'seemed')",31.0,,
20785,,,"('seemed', 'extremely')",7.0,,
20788,,,"('ordered', 'burger')",9.0,,
20795,,,,,"('minutes', 'just', 'get')",40.0
20798,,,,,"('waited', 'another', '10')",20.0
20799,,,,,"('another', '10', 'minutes')",98.0
20800,,,,,"('10', 'minutes', 'someone')",12.0
20802,,,"('seemed', 'one')",11.0,,
20803,"('quart',)",8.0,,,,
20807,,,"('experience', 'dont')",34.0,,
20808,,,"('dont', 'speak')",9.0,,
20809,,,"('speak', 'english')",80.0,,
20810,,,"('english', 'well')",14.0,,
20811,,,"('well', 'ordered')",21.0,,
20812,,,"('sushi', 'tempura')",12.0,,
20813,,,"('tempura', 'came')",10.0,,
20814,,,"('sushi', 'fried')",15.0,,
20815,,,"('fried', 'like')",7.0,,
20816,,,"('close', 'ordered')",6.0,,
20817,,,"('ordered', 'now')",6.0,,
20818,,,"('now', 'just')",42.0,,
20819,,,"('just', 'look')",24.0,,
20826,,,,,"('read', 'yelp', 'reviews')",9.0
20827,,,"('good', 'luck')",121.0,,
20829,"('chaotic',)",19.0,"('back', 'order')",32.0,,
20833,"('accommodation',)",7.0,,,,
20839,,,"('just', 'check')",6.0,,
20840,,,"('check', 'reviews')",8.0,,
20842,,,"('tonights', 'experience')",10.0,,
20851,,,,,"('fish', 'wasnt', 'fresh')",22.0
20854,"('expressing',)",9.0,,,"('wouldnt', 'even', 'eat')",9.0
20855,,,"('3', 'shrimp')",9.0,,
20858,,,"('given', 'order')",8.0,,
20859,,,"('ready', 'time')",13.0,,
20861,,,"('3040', 'minutes')",14.0,,
20862,,,"('minutes', 'arrived')",36.0,,
20865,"('majorly',)",7.0,,,,
20866,,,"('just', 'waiting')",33.0,,
20868,,,"('appetizers', 'rolls')",9.0,,
20872,,,"('asked', 'update')",8.0,,
20874,"('milkshake',)",9.0,,,,
20876,,,"('minutes', 'now')",21.0,,
20877,,,"('now', '20')",6.0,"('within', '10', 'minutes')",14.0
20878,,,,,"('10', 'minutes', 'waited')",6.0
20880,,,,,"('waited', 'hour', 'sushi')",11.0
20885,,,"('shrimp', 'fried')",80.0,,
20886,,,"('fried', 'foods')",8.0,,
20887,"('foodservice',)",8.0,,,,
20888,"('7th',)",8.0,"('crab', 'rangoons')",38.0,,
20889,"('unkind',)",6.0,,,,
20893,"('harassment',)",6.0,"('now', 'cold')",10.0,,
20896,"('outweighs',)",6.0,"('manager', 'spoke')",11.0,,
20908,"('7000',)",7.0,,,"('ive', 'eaten', 'twice')",8.0
20909,,,"('ready', 'told')",6.0,,
20910,,,"('told', 'best')",6.0,,
20911,,,"('best', 'can')",25.0,,
20914,,,"('orders', 'get')",15.0,,
20915,"('unfair',)",14.0,,,,
20925,,,"('next', 'order')",32.0,,
20926,,,"('order', 'will')",65.0,,
20927,"('novelty',)",12.0,"('will', 'likely')",27.0,,
20928,,,"('likely', 'never')",9.0,,
20929,"('murky',)",6.0,"('never', 'happen')",19.0,,
20932,,,"('manager', 'call')",18.0,,
20937,,,"('arrived', 'home')",14.0,,
20940,"('consolation',)",9.0,,,,
20941,,,,,"('complete', 'waste', 'time')",13.0
20942,,,"('soggy', 'cold')",12.0,,
20943,"('awareness',)",8.0,"('cold', 'fried')",15.0,,
20944,,,"('fried', 'food')",23.0,,
20945,,,"('food', 'paid')",30.0,,
20946,,,"('paid', 'lot')",7.0,,
20950,"('wen',)",8.0,,,,
20960,,,"('painfully', 'slow')",11.0,,
20964,,,"('think', 'im')",22.0,,
20972,,,"('st', 'louis')",88.0,,
20975,,,"('wont', 'getting')",8.0,,
20976,,,"('getting', 'business')",6.0,,
20983,,,"('soho', 'sushi')",23.0,,
20984,,,"('sushi', 'cant')",29.0,,
20989,,,"('basic', 'rolls')",24.0,,
20990,,,"('rolls', 'made')",34.0,,
20991,,,"('made', 'better')",11.0,"('since', 'first', 'time')",11.0
20992,"('brutal',)",7.0,,,,
20995,,,"('awesome', 'food')",10.0,,
20996,,,"('food', 'needs')",8.0,,
20997,"('divided',)",7.0,"('better', 'went')",13.0,,
20998,,,"('went', 'two')",22.0,"('ordered', 'pad', 'thai')",45.0
21001,,,"('close', 'house')",38.0,,
21006,,,"('positive', 'note')",22.0,,
21009,,,"('food', 'get')",77.0,,
21011,,,"('salad', 'fried')",6.0,,
21014,,,,,"('im', 'sure', 'can')",6.0
21018,"('increasing',)",6.0,,,,
21020,,,"('steak', 'shrimp')",34.0,,
21022,"('tan',)",7.0,,,,
21025,,,"('first', 'food')",22.0,,
21027,,,"('made', 'fresh')",28.0,,
21030,,,"('long', 'took')",13.0,,
21031,,,"('took', 'come')",7.0,,
21032,,,"('come', 'get')",28.0,,
21034,,,,,"('sweet', 'sour', 'sauce')",31.0
21035,,,"('piping', 'hot')",11.0,,
21037,,,"('mention', 'got')",7.0,,
21038,,,"('got', 'three')",11.0,,
21040,"('chang',)",10.0,"('shrimp', 'steak')",11.0,,
21048,,,"('back', 'three')",7.0,,
21049,"('1800',)",8.0,"('three', 'people')",60.0,,
21058,,,,,"('bill', 'came', 'charged')",9.0
21060,"('irked',)",6.0,,,,
21067,"('creek',)",6.0,,,,
21068,,,"('best', 'thing')",90.0,,
21069,,,"('thing', 'menu')",19.0,,
21070,,,"('menu', 'give')",6.0,,
21074,,,"('employees', 'just')",14.0,,
21075,,,"('just', 'talking')",13.0,,
21076,,,"('talking', 'one')",11.0,,
21077,,,"('one', 'seated')",8.0,,
21078,,,"('ask', 'someone')",29.0,,
21079,,,"('someone', 'can')",11.0,,
21080,"('spelling',)",11.0,"('can', 'sit')",25.0,,
21084,,,"('ordered', 'oysters')",6.0,"('pad', 'thai', 'smelled')",9.0
21088,,,"('way', 'still')",6.0,,
21093,,,"('drinking', 'water')",11.0,,
21094,,,,,"('sent', 'dish', 'back')",9.0
21098,,,"('well', 'got')",17.0,,
21099,,,"('got', 'wasnt')",7.0,,
21100,"('resident',)",10.0,,,,
21103,,,"('clam', 'chowder')",24.0,,
21105,,,"('place', 'joke')",45.0,,
21107,,,"('eat', 'free')",17.0,,
21108,,,"('free', 'beer')",8.0,,
21109,,,"('beer', 'sake')",6.0,,
21111,,,"('stop', 'serving')",11.0,,
21113,"('frustrations',)",6.0,"('wait', 'wait')",45.0,,
21114,,,"('wait', 'will')",12.0,,
21115,,,"('get', 'service')",54.0,,
21116,"('underdone',)",11.0,"('service', 'half')",9.0,,
21117,,,"('half', 'staff')",7.0,,
21118,,,"('staff', 'doesnt')",19.0,,
21119,,,"('doesnt', 'speak')",16.0,,
21120,"('ben',)",9.0,,,,
21122,,,"('server', 'will')",16.0,,
21124,,,"('act', 'like')",45.0,,
21128,"('flights',)",8.0,,,,
21129,,,"('good', 'absolutely')",9.0,,
21131,,,,,"('ive', 'heard', 'great')",9.0
21132,,,"('plenty', 'places')",25.0,,
21133,,,"('around', 'much')",12.0,,
21135,,,"('everything', 'cold')",25.0,,
21139,,,"('back', 'nothing')",7.0,,
21140,,,"('nothing', 'looked')",11.0,,
21144,"('swipe',)",9.0,,,,
21145,"('visa',)",7.0,,,,
21149,,,"('steam', 'coming')",7.0,,
21153,,,"('sat', 'took')",18.0,,
21154,,,"('first', 'bite')",75.0,"('many', 'good', 'reviews')",18.0
21156,,,"('general', 'tso')",45.0,,
21157,,,"('tso', 'chicken')",36.0,"('far', 'one', 'worst')",11.0
21158,,,"('chicken', 'cold')",21.0,"('one', 'worst', 'dining')",24.0
21159,,,"('cold', 'tried')",6.0,"('worst', 'dining', 'experiences')",23.0
21160,,,,,"('dining', 'experiences', 'ive')",12.0
21161,,,"('pieces', 'food')",7.0,,
21162,,,"('food', 'plate')",31.0,,
21163,,,"('plate', 'also')",10.0,,
21168,"('trader',)",14.0,,,,
21170,"('isi',)",7.0,,,,
21172,,,"('still', 'wanted')",27.0,,
21173,,,"('wanted', 'come')",10.0,,
21174,,,"('restaurant', 'thats')",11.0,,
21175,,,"('thats', 'made')",8.0,,
21177,,,,,"('food', 'multiple', 'times')",6.0
21180,,,"('food', 'fine')",56.0,,
21186,,,"('cold', 'food')",77.0,,
21187,,,"('come', 'can')",12.0,,
21189,,,,,"('within', '5', 'minutes')",15.0
21191,,,"('order', 'make')",22.0,"('minutes', '15', 'minutes')",7.0
21192,,,"('make', 'extra')",7.0,"('15', 'minutes', 'later')",88.0
21193,,,,,"('minutes', 'later', 'still')",37.0
21196,,,"('can', 'barely')",20.0,,
21197,,,"('barely', 'finish')",6.0,,
21198,,,"('finish', 'sushi')",14.0,,
21199,,,"('sushi', 'piece')",9.0,,
21200,,,"('cant', 'finish')",12.0,,
21202,,,"('charge', '1')",10.0,,
21203,,,"('1', 'per')",15.0,,
21204,"('palette',)",9.0,"('per', 'piece')",24.0,,
21207,,,"('least', 'every')",6.0,,
21208,,,"('every', '3')",6.0,,
21209,,,"('3', 'months')",18.0,,
