,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
262915,,,"('repeatedly', 'asked')",8.0,,
262945,,,"('back', 'come')",8.0,,
262955,,,"('na', 'give')",6.0,,
263079,,,"('absolutely', 'worth')",10.0,,
263101,,,"('asked', 'maybe')",7.0,,
263178,,,,,"('let', 'everyone', 'know')",12.0
263199,,,"('come', 'establishment')",7.0,,
263252,,,"('else', 'now')",8.0,,
263273,,,"('youre', 'talking')",6.0,,
263275,,,,,"('extremely', 'long', 'time')",9.0
263339,,,"('hot', 'dishes')",8.0,,
263351,,,"('ill', 'ask')",6.0,,
263355,,,"('new', 'check')",7.0,,
263416,,,"('block', 'away')",16.0,,
263474,,,,,"('terrible', 'service', 'even')",6.0
263475,,,,,"('even', 'worse', 'food')",9.0
263496,,,,,"('fried', 'rice', 'even')",9.0
263502,,,"('terrible', 'staff')",7.0,,
263503,,,"('service', 'seated')",9.0,,
263547,,,,,"('credit', 'card', 'number')",7.0
263560,,,"('pretty', 'large')",7.0,,
263584,,,,,"('couple', 'sushi', 'rolls')",9.0
263646,,,"('star', 'thats')",9.0,,
263687,,,,,"('dont', 'know', 'name')",8.0
263700,,,"('couldnt', 'bring')",8.0,,
263716,,,,,"('didnt', 'seem', 'know')",8.0
263763,,,"('disappointed', 'cant')",6.0,,
263836,,,"('food', 'restrictions')",6.0,,
263853,,,,,"('thats', 'good', 'thing')",8.0
263885,,,"('asked', 'host')",7.0,,
263907,,,,,"('one', 'specialty', 'roll')",6.0
263961,,,"('fish', 'ingredients')",7.0,,
263990,,,,,"('came', 'saturday', 'night')",7.0
263992,,,"('know', 'else')",7.0,,
264002,,,,,"('minutes', 'later', 'waitress')",12.0
264022,,,"('even', 'im')",8.0,,
264068,,,"('today', 'dont')",7.0,,
264082,,,,,"('waited', 'another', 'hour')",8.0
264083,,,,,"('another', 'hour', 'get')",6.0
264139,,,"('crap', 'service')",14.0,,
264155,,,"('sashimi', 'frozen')",7.0,,
264184,,,"('order', 'seafood')",6.0,,
264216,,,"('cheap', 'cheap')",8.0,,
264414,,,"('back', 'door')",8.0,,
264442,,,,,"('service', 'ever', 'took')",6.0
264446,,,"('maybe', 'shouldnt')",6.0,,
264510,,,"('check', 'waiting')",6.0,,
264519,,,"('received', '4')",6.0,,
264529,,,"('spent', '40')",14.0,,
264534,,,,,"('better', 'sushi', 'place')",10.0
264540,,,"('opinion', 'food')",6.0,,
264546,,,"('try', 'lunch')",10.0,,
264548,,,"('thai', 'iced')",10.0,,
264552,,,"('places', 'offer')",7.0,,
264583,,,"('food', 'elsewhere')",6.0,,
264622,,,,,"('never', 'go', 'place')",12.0
264661,,,"('cold', 'ate')",6.0,,
264675,,,"('came', 'half')",13.0,,
264703,,,"('smiled', 'said')",7.0,,
264749,,,"('female', 'owner')",7.0,,
264765,,,,,"('included', 'can', 'eat')",8.0
264814,,,"('portions', 'large')",7.0,,
264834,,,,,"('favorite', 'places', 'eat')",6.0
264838,,,,,"('good', 'service', 'bad')",6.0
264866,,,"('unfortunately', 'worst')",8.0,,
264876,,,"('found', 'restaurant')",7.0,,
264879,,,"('call', 'called')",7.0,,
264953,,,"('blatantly', 'ignored')",6.0,,
264957,,,"('went', 'hoping')",6.0,,
264974,,,"('food', 'send')",7.0,,
265003,,,"('waters', 'refilled')",8.0,,
265044,,,"('tables', 'already')",9.0,,
265048,,,"('min', 'one')",9.0,,
265049,,,"('min', 'finally')",9.0,,
265064,,,,,"('will', 'returning', 'worst')",7.0
265099,,,,,"('ordered', 'poke', 'bowl')",7.0
265100,,,"('recommend', 'avoid')",6.0,,
265110,,,"('old', 'staff')",7.0,,
265205,,,"('ok', 'first')",10.0,,
265216,,,"('fish', 'bone')",19.0,,
265250,,,"('looked', 'table')",10.0,,
265262,,,,,"('like', 'place', 'since')",6.0
265265,,,,,"('love', 'asian', 'food')",8.0
265290,,,,,"('slow', 'service', 'food')",9.0
265292,,,"('zero', 'starts')",8.0,,
265299,,,"('however', 'manager')",7.0,,
265383,,,,,"('ordered', '4', 'sushi')",8.0
265396,,,,,"('sushi', 'place', 'one')",8.0
265416,,,"('go', 'happy')",8.0,,
265607,,,"('wasnt', 'coming')",7.0,,
265643,,,"('husband', 'even')",6.0,,
265663,,,"('fish', 'went')",8.0,,
265667,,,"('poke', 'restaurant')",7.0,,
265684,,,"('bowl', 'filled')",8.0,,
265697,,,"('reno', 'much')",6.0,,
265701,,,"('poke', 'places')",8.0,,
265726,,,"('doesnt', 'allow')",6.0,,
265741,,,"('back', 'pay')",9.0,,
265781,,,"('wasnt', 'mine')",7.0,,
266019,,,"('beef', 'udon')",7.0,,
266026,,,"('bowl', 'came')",8.0,,
266035,,,"('ran', 'rice')",7.0,,
266056,,,,,"('half', 'get', 'food')",6.0
266073,,,,,"('cant', 'believe', 'place')",13.0
266077,,,,,"('avoid', 'avoid', 'avoid')",8.0
266119,,,"('since', 'heard')",7.0,,
266124,,,"('entree', 'came')",13.0,,
266187,,,"('brought', 'cake')",6.0,,
266193,,,"('bill', '4')",8.0,,
266198,,,"('lunch', 'friday')",6.0,,
266223,,,,,"('come', 'back', 'order')",6.0
266233,,,,,"('order', 'sushi', 'rolls')",12.0
266236,,,"('sit', '15')",7.0,,
266249,,,"('one', 'dont')",8.0,,
266308,,,"('finally', 'go')",6.0,,
266313,,,"('busy', 'kitchen')",6.0,,
266358,,,"('pork', 'cutlet')",8.0,,
266362,,,,,"('1015', 'minutes', 'later')",6.0
266393,,,"('reservation', 'system')",8.0,,
266439,,,,,"('experience', 'wont', 'back')",11.0
266440,,,"('great', 'tip')",6.0,,
266488,,,"('horrible', 'order')",7.0,,
266495,,,"('bird', 'special')",6.0,,
266496,,,"('advertised', 'menu')",9.0,,
266552,,,"('sit', 'patio')",8.0,,
266561,,,"('see', 'business')",6.0,,
266575,,,"('passed', 'food')",6.0,,
266616,,,,,"('customer', 'service', 'lacking')",6.0
266650,,,"('way', 'now')",8.0,,
266686,,,"('lemon', 'grass')",8.0,,
266695,,,"('severely', 'allergic')",7.0,,
266710,,,"('addition', 'service')",6.0,,
266718,,,"('just', 'bites')",6.0,"('ok', 'will', 'never')",6.0
266731,,,,,"('place', 'zero', 'star')",7.0
266733,,,"('next', 'hour')",8.0,,
266754,,,,,"('im', 'sorry', 'im')",8.0
266760,,,"('doubt', 'well')",8.0,,
266775,,,"('gave', 'new')",7.0,,
266798,,,"('etc', 'well')",6.0,,
266946,,,"('away', 'told')",9.0,,
266994,,,,,"('service', 'non', 'existent')",11.0
266996,,,"('receive', 'one')",9.0,,
266999,,,"('mushy', 'flavorless')",7.0,,
267025,,,,,"('grocery', 'store', 'quality')",12.0
267031,,,"('day', 'really')",7.0,,
267061,,,"('table', 'many')",9.0,,
267113,,,"('show', 'respect')",7.0,,
267198,,,"('absolutely', 'disappointed')",6.0,,
267264,,,"('seated', 'eating')",6.0,,
267379,,,"('middle', 'aged')",6.0,,
267392,,,"('experience', 'quality')",8.0,,
267413,,,"('else', 'closed')",6.0,,
267427,,,"('stars', 'really')",8.0,,
267443,,,"('pieces', 'beef')",9.0,,
267532,,,"('leave', 'sushi')",6.0,,
267570,,,,,"('adding', 'insult', 'injury')",9.0
267742,,,"('us', 'offered')",8.0,,
267747,,,"('use', 'great')",7.0,,
267765,,,"('ok', 'bad')",6.0,,
267819,,,,,"('going', 'back', 'anytime')",10.0
267876,,,"('broth', 'also')",7.0,,
268017,,,"('took', 'payment')",6.0,,
268035,,,"('back', 'need')",12.0,,
268067,,,,,"('didnt', 'order', 'anything')",13.0
268134,,,"('decided', 'treat')",9.0,,
268182,,,"('least', 'decent')",9.0,,
268187,,,,,"('waitress', 'extremely', 'rude')",10.0
268221,,,"('plates', 'like')",6.0,,
268223,,,,,"('stay', 'away', 'food')",8.0
268228,,,"('people', 'saw')",6.0,,
268229,,,"('saw', 'plate')",6.0,,
268231,,,"('one', 'stopped')",6.0,,
268260,,,"('bar', 'like')",7.0,,
268266,,,,,"('since', 'first', 'opened')",13.0
268273,,,"('enjoying', 'food')",8.0,,
268343,,,"('ever', 'leave')",7.0,,
268357,,,"('sushi', 'highly')",6.0,,
268377,,,,,"('treat', 'customers', 'respect')",9.0
268480,,,,,"('service', 'ever', 'seen')",7.0
268507,,,"('cause', 'im')",6.0,,
268599,,,"('menus', 'away')",6.0,,
268714,,,,,"('food', 'will', 'come')",7.0
268720,,,"('ramen', 'places')",8.0,,
268795,,,"('party', '20')",10.0,,
268895,,,"('good', 'sadly')",6.0,,
268897,,,,,"('called', 'back', 'told')",8.0
268928,,,"('small', 'tables')",7.0,,
268941,,,"('awful', 'like')",6.0,,
269012,,,"('take', 'name')",6.0,,
269023,,,"('eating', 'already')",7.0,,
269033,,,"('food', 'etc')",8.0,,
269063,,,"('normally', 'enjoy')",7.0,,
269074,,,"('day', 'night')",6.0,,
269117,,,"('life', 'ever')",8.0,,
269146,,,"('inside', 'told')",8.0,,
269167,,,"('lady', 'behind')",9.0,,
269285,,,"('take', 'tonight')",13.0,,
269287,,,"('correct', 'situation')",6.0,,
269315,,,"('nice', 'table')",6.0,,
269343,,,"('us', 'decide')",6.0,,
269346,,,"('went', 'recommendation')",7.0,,
269354,,,,,"('table', 'take', 'drink')",8.0
269368,,,,,"('came', 'back', 'another')",8.0
269384,,,,,"('minutes', 'someone', 'come')",9.0
269395,,,,,"('last', 'times', 'ive')",8.0
269424,,,"('another', 'spot')",6.0,,
269447,,,,,"('fifteen', 'minutes', 'later')",7.0
269473,,,"('wish', 'ordered')",7.0,,
269547,,,"('tip', 'top')",8.0,,
269562,,,"('appetizer', 'best')",6.0,,
269569,,,"('doesnt', 'bring')",7.0,,
269664,,,"('stopped', 'today')",7.0,,
269669,,,"('pay', 'told')",6.0,,
269670,,,"('one', 'pound')",6.0,,
269693,,,"('pork', 'shrimp')",6.0,,
269742,,,"('especially', 'one')",10.0,,
269751,,,"('something', 'couldnt')",6.0,,
269762,,,,,"('black', 'bean', 'sauce')",7.0
269789,,,"('us', 'hurry')",6.0,,
269791,,,,,"('get', 'soy', 'sauce')",10.0
269800,,,,,"('15', 'mins', 'later')",9.0
269848,,,"('minutes', 'say')",6.0,,
269911,,,,,"('visit', 'will', 'last')",9.0
269916,,,"('food', 'hit')",12.0,,
269997,,,"('since', 'gone')",6.0,,
270092,,,,,"('ready', '20', 'minutes')",13.0
270096,,,"('cold', 'got')",7.0,,
270124,,,"('first', 'first')",7.0,,
270130,,,"('special', 'food')",9.0,,
270131,,,"('alright', 'nothing')",8.0,,
270134,,,"('beef', 'noodles')",7.0,,
270144,,,,,"('minutes', 'came', 'back')",14.0
270154,,,,,"('2', 'minutes', 'later')",8.0
270192,,,"('plates', 'chipped')",6.0,,
270203,,,"('salad', 'fish')",6.0,,
270240,,,"('best', 'definitely')",7.0,,
270245,,,,,"('getting', 'ready', 'leave')",11.0
270266,,,"('open', 'now')",6.0,,
270298,,,"('meal', 'rice')",6.0,,
270341,,,"('home', 'husband')",7.0,,
270427,,,"('coupon', 'said')",8.0,,
270447,,,"('door', 'ordered')",6.0,,
270457,,,,,"('server', 'came', 'said')",11.0
270511,,,"('around', 'hour')",8.0,,
270534,,,"('ingredients', 'taste')",9.0,,
270728,,,"('3rd', '4th')",6.0,,
270730,,,,,"('look', 'like', 'just')",6.0
270780,,,"('management', 'even')",7.0,,
270789,,,,,"('time', 'go', 'back')",12.0
270793,,,"('gross', 'way')",6.0,,
270807,,,"('flavor', 'dont')",7.0,,
270848,,,,,"('hour', 'food', 'never')",6.0
271022,,,"('even', 'glance')",7.0,,
271031,,,"('come', 'hot')",7.0,,
271059,,,,,"('get', 'real', 'sushi')",8.0
271068,,,"('27', 'minutes')",13.0,,
271079,,,,,"('spend', 'money', 'place')",10.0
271137,,,"('many', 'businesses')",6.0,,
271146,,,"('sushi', 'placed')",8.0,,
271148,,,"('completed', 'order')",6.0,,
271150,,,"('start', 'one')",8.0,,
271166,,,,,"('next', 'time', 'went')",10.0
271169,,,,,"('ice', 'cream', 'end')",6.0
271184,,,"('manager', 'walked')",13.0,,
271189,,,,,"('get', 'food', 'even')",8.0
271236,,,"('styrofoam', 'plates')",6.0,,
271244,,,,,"('order', 'uber', 'eats')",7.0
271319,,,"('running', 'behind')",8.0,,
271505,,,,,"('better', 'quality', 'fish')",7.0
271553,,,"('waitedand', 'waitedand')",8.0,,
271556,,,"('1', 'dont')",6.0,,
271585,,,"('business', 'hope')",6.0,,
271600,,,,,"('asked', 'separate', 'checks')",7.0
271650,,,"('leave', 'manager')",9.0,,
271653,,,"('20', 'worth')",6.0,,
271657,,,"('refused', 'listen')",7.0,,
271712,,,"('order', 'hot')",6.0,,
271713,,,,,"('still', 'got', 'charged')",6.0
271745,,,"('food', 'ruined')",7.0,,
271765,,,,,"('waited', 'least', '20')",8.0
271839,,,,,"('order', 'finally', 'came')",6.0
271860,,,,,"('dont', 'go', 'restaurant')",6.0
271911,,,,,"('25', 'minutes', 'later')",15.0
271966,,,,,"('yellow', 'tail', 'tuna')",9.0
272049,,,"('parking', 'spot')",6.0,,
272128,,,"('friend', 'called')",8.0,,
272216,,,"('open', 'business')",6.0,,
272220,,,,,"('place', 'absolutely', 'disgusting')",14.0
272242,,,,,"('five', 'star', 'reviews')",7.0
272268,,,"('just', 'imagine')",7.0,,
272292,,,,,"('last', 'couple', 'years')",10.0
272296,,,,,"('go', 'first', 'time')",6.0
272336,,,"('roll', 'always')",6.0,,
272371,,,"('rarely', 'write')",10.0,,
272391,,,"('felt', 'unwelcome')",10.0,,
272393,,,,,"('people', 'sushi', 'bar')",6.0
272410,,,,,"('will', 'back', 'ordered')",7.0
272414,,,"('make', 'quick')",6.0,,
272473,,,"('probably', 'better')",12.0,,
272497,,,,,"('ive', 'ever', 'place')",7.0
272527,,,,,"('just', 'dont', 'want')",6.0
272536,,,"('menu', 'misleading')",9.0,,
272547,,,"('definitely', 'isnt')",6.0,,
272557,,,,,"('fried', 'ice', 'cream')",11.0
272560,,,,,"('people', 'waiting', 'table')",6.0
272671,,,"('receive', 'half')",6.0,,
272687,,,"('pm', 'place')",7.0,,
272718,,,"('going', 'see')",7.0,,
272727,,,"('50', 'minute')",7.0,,
272788,,,"('experiences', 'restaurant')",6.0,,
272797,,,,,"('eat', 'sushi', 'first')",6.0
272891,,,"('ask', 'didnt')",8.0,,
272896,,,"('crab', 'avocado')",6.0,,
272929,,,"('raising', 'voice')",9.0,,
272942,,,,,"('wish', 'give', 'negative')",7.0
272943,,,,,"('negative', '5', 'stars')",7.0
272975,,,,,"('give', 'place', 'chance')",12.0
272987,,,"('hour', 'less')",6.0,,
272993,,,"('left', 'establishment')",11.0,,
273001,,,"('staff', 'take')",7.0,,
273037,,,"('orders', 'take')",7.0,,
273097,,,,,"('shrimp', 'tempura', 'rolls')",17.0
273190,,,"('told', 'talk')",6.0,,
273216,,,"('back', 'group')",6.0,,
273233,,,"('feel', 'well')",11.0,,
273327,,,,,"('salmon', 'top', 'roll')",6.0
273332,,,"('travel', 'country')",6.0,,
273439,,,"('monday', 'evening')",8.0,,
273527,,,,,"('decided', 'sit', 'bar')",12.0
273533,,,"('king', 'buffet')",14.0,,
273561,,,"('restaurant', 'husband')",9.0,,
273601,,,,,"('ask', 'wanted', 'order')",7.0
273603,,,,,"('order', 'anything', 'else')",18.0
273666,,,,,"('roll', 'even', 'though')",8.0
273671,,,"('find', 'hostess')",6.0,,
273700,,,"('wednesday', 'evening')",6.0,,
273710,,,"('come', 'salad')",6.0,,
273721,,,"('can', 'hardly')",6.0,,
273728,,,"('one', 'appetizers')",7.0,,
273729,,,"('appetizers', 'never')",14.0,,
273730,,,"('came', 'placed')",6.0,,
273773,,,"('end', 'lunch')",8.0,,
273923,,,,,"('food', 'quality', 'gone')",7.0
273943,,,"('moved', 'back')",7.0,,
273965,,,,,"('shrimp', 'tasted', 'old')",6.0
274111,,,"('30', 'tip')",6.0,,
274135,,,"('ordered', 'house')",10.0,,
274153,,,"('sauce', 'make')",7.0,,
274160,,,"('definitely', 'got')",7.0,,
274169,,,,,"('minutes', 'hour', 'later')",6.0
274247,,,"('closed', 'told')",6.0,,
274321,,,"('waiting', 'went')",6.0,,
274333,,,"('never', 'way')",6.0,,
274339,,,"('money', 'awful')",6.0,,
274479,,,"('hundred', 'dollars')",6.0,,
274494,,,"('offer', 'replace')",7.0,,
274552,,,"('remedy', 'situation')",7.0,,
274572,,,"('male', 'manager')",7.0,,
274586,,,"('body', 'language')",6.0,,
274601,,,"('young', 'girls')",6.0,,
274629,,,"('place', 'closes')",14.0,,
274916,,,,,"('ordered', 'grub', 'hub')",7.0
275052,,,"('absolutely', 'gross')",6.0,,
275063,,,,,"('hour', 'later', 'food')",7.0
275085,,,"('put', 'wasabi')",7.0,,
275102,,,,,"('service', 'food', 'horrible')",7.0
275152,,,"('charged', 'told')",6.0,,
275174,,,"('charged', 'much')",6.0,,
275198,,,,,"('sushi', 'chef', 'tell')",6.0
275202,,,"('tip', 'go')",7.0,,
275244,,,"('charged', '30')",7.0,,
275266,,,"('acknowledged', 'presence')",7.0,,
275364,,,"('away', 'rude')",6.0,,
275426,,,"('im', 'regular')",10.0,,
275498,,,"('worth', 'service')",10.0,,
275505,,,"('items', 'fried')",6.0,,
275506,,,"('rice', 'beef')",6.0,,
275520,,,"('asked', 'switch')",9.0,,
275523,,,"('extra', 'one')",8.0,,
275563,,,"('joint', 'sushi')",6.0,,
275620,,,"('eat', 'wouldnt')",7.0,,
275641,,,"('overpriced', 'low')",6.0,,
275653,,,"('text', 'messages')",7.0,,
275678,,,,,"('place', 'always', 'empty')",6.0
275708,,,"('friend', 'arrived')",7.0,,
275715,,,"('walked', 'passed')",7.0,,
275733,,,"('worked', 'waitress')",6.0,,
275792,,,"('place', 'anybody')",6.0,,
275913,,,"('find', 'anything')",6.0,,
275924,,,"('several', 'reviews')",6.0,,
275945,,,"('hostess', 'comes')",7.0,,
275951,,,"('tip', 'get')",7.0,,
275967,,,"('star', 'ratings')",7.0,,
275971,,,"('friendly', 'first')",6.0,,
275992,,,"('old', 'looking')",8.0,,
276014,,,"('others', 'better')",7.0,,
276075,,,,,"('today', 'first', 'time')",14.0
276109,,,"('price', 'still')",6.0,,
276129,,,,,"('staff', 'rude', 'food')",6.0
276159,,,,,"('go', 'worst', 'sushi')",6.0
276180,,,"('leave', 'terrible')",6.0,,
276209,,,"('learn', 'make')",8.0,,
276245,,,,,"('order', 'wrong', 'ordered')",6.0
276251,,,,,"('gave', 'us', 'one')",13.0
276265,,,,,"('like', 'half', 'hour')",6.0
276391,,,"('sure', 'staff')",6.0,,
276414,,,,,"('customer', 'service', 'poor')",16.0
276429,,,"('food', 'life')",6.0,,
276458,,,"('back', 'waited')",9.0,,
276461,,,"('manager', 'apparently')",6.0,,
276466,,,"('returning', 'location')",6.0,,
276509,,,"('like', 'spoiled')",7.0,,
276635,,,"('anyone', 'eat')",10.0,,
276655,,,"('us', 'white')",6.0,,
276679,,,"('bland', 'dry')",10.0,,
276725,,,"('box', 'go')",6.0,,
276792,,,"('things', 'dont')",6.0,,
276807,,,,,"('didnt', 'know', 'make')",6.0
276839,,,,,"('didnt', 'want', 'waste')",10.0
276914,,,"('mind', 'one')",9.0,,
277022,,,"('first', '30')",7.0,,
277092,,,"('people', 'wearing')",6.0,,
277118,,,"('business', 'even')",6.0,,
277123,,,"('let', 'others')",7.0,,
277125,,,"('literally', 'spit')",8.0,,
277152,,,"('restaurant', 'running')",6.0,,
277194,,,"('ordered', 'carryout')",6.0,,
277215,,,"('rice', 'every')",7.0,,
277253,,,,,"('eat', 'anything', 'else')",15.0
277284,,,"('added', 'check')",6.0,,
277307,,,"('pork', 'dumplings')",17.0,,
277388,,,"('water', 'wanted')",6.0,,
277392,,,"('issues', 'food')",11.0,,
277433,,,"('around', 'waited')",6.0,,
277437,,,,,"('cant', 'remember', 'last')",6.0
277438,,,,,"('remember', 'last', 'time')",8.0
277478,,,"('food', 'rice')",8.0,,
277479,,,"('bland', 'didnt')",10.0,,
277484,,,"('theres', 'also')",8.0,"('better', 'sushi', 'grocery')",14.0
277590,,,"('end', 'world')",8.0,,
277599,,,"('dinner', 'waitress')",7.0,,
277647,,,,,"('like', 'going', 'bad')",6.0
277723,,,"('today', 'place')",6.0,,
277734,,,"('walk', 'front')",8.0,,
277811,,,,,"('came', 'back', 'take')",16.0
277813,,,"('per', 'month')",6.0,,
277848,,,"('thing', 'worse')",6.0,,
277853,,,"('major', 'attitude')",6.0,,
277884,,,,,"('waitress', 'brought', 'check')",7.0
277924,,,"('bland', 'couldnt')",6.0,,
277927,,,,,"('waitress', 'brought', 'back')",6.0
277939,,,,,"('house', 'salad', 'ginger')",7.0
277940,,,,,"('salad', 'ginger', 'dressing')",17.0
277944,,,"('minutes', 'family')",6.0,,
277946,,,"('said', 'hi')",8.0,,
277994,,,"('chance', 'even')",7.0,,
278019,,,"('even', 'mediocre')",9.0,,
278097,,,"('fish', 'made')",9.0,,
278127,,,,,"('walked', 'away', 'even')",6.0
278177,,,"('fish', 'day')",6.0,,
278183,,,"('inside', 'establishment')",6.0,,
278229,,,"('wonderful', 'sushi')",6.0,,
278302,,,"('something', 'completely')",8.0,,
278315,,,,,"('us', 'last', 'time')",6.0
278323,,,"('family', 'order')",6.0,,
278389,,,"('instead', 'sushi')",6.0,,
278400,,,,,"('fried', 'rice', 'called')",6.0
278424,,,"('tell', 'first')",10.0,,
278428,,,"('sister', 'went')",6.0,,
278450,,,"('took', '4')",6.0,,
278459,,,"('still', 'service')",12.0,,
278465,,,,,"('said', 'okay', 'ill')",6.0
278470,,,"('mistake', 'part')",6.0,,
278478,,,"('place', 'forgot')",7.0,,
278489,,,"('say', 'got')",7.0,,
278513,,,"('said', 'move')",6.0,,
278516,,,"('ready', '10')",6.0,,
278558,,,,,"('worst', 'buffet', 'ever')",7.0
278682,,,"('cold', 'time')",6.0,,
278794,,,"('seated', 'near')",9.0,,
278807,,,"('fairly', 'quick')",8.0,,
278840,,,"('ok', 'went')",7.0,,
278897,,,"('chicken', 'horrible')",11.0,,
278908,,,,,"('extra', 'salad', 'dressing')",6.0
278962,,,,,"('another', '40', 'minutes')",10.0
278987,,,"('fact', 'waitress')",7.0,,
279038,,,"('many', 'thai')",6.0,,
279045,,,,,"('good', 'luck', 'staying')",6.0
279068,,,"('stop', 'going')",9.0,,
279115,,,"('1', 'cup')",6.0,"('got', 'two', 'rolls')",9.0
279151,,,"('horrible', 'ive')",14.0,,
279243,,,"('wont', 'need')",6.0,,
279252,,,,,"('chinese', 'buffet', 'ever')",8.0
279258,,,,,"('just', 'plain', 'terrible')",7.0
279263,,,"('nothing', 'short')",8.0,,
279335,,,"('least', 'thats')",8.0,,
279369,,,"('apology', 'will')",6.0,,
279410,,,"('day', '2')",8.0,,
279474,,,"('counter', 'get')",6.0,,
279548,,,,,"('sad', 'say', 'wont')",10.0
279638,,,"('server', 'pretty')",7.0,,
279663,,,"('going', 'offer')",6.0,,
279701,,,"('came', 'lukewarm')",10.0,,
279802,,,,,"('low', 'sodium', 'soy')",6.0
279896,,,"('let', 'check')",6.0,,
279997,,,"('salmon', 'worst')",6.0,,
280130,,,,,"('ive', 'couple', 'times')",6.0
280188,,,"('finally', 'done')",9.0,,
280219,,,"('thick', 'like')",6.0,,
280278,,,"('though', 'thats')",7.0,,
280363,,,"('dry', 'like')",11.0,,
280425,,,"('flag', 'another')",7.0,,
280462,,,,,"('food', 'good', 'thing')",6.0
280664,,,"('ill', 'coming')",8.0,,
280667,,,"('anyone', 'coming')",10.0,,
280702,,,,,"('didnt', 'even', 'let')",8.0
280703,,,,,"('even', 'let', 'us')",7.0
280714,,,"('disappointing', 'restaurant')",6.0,,
280757,,,"('tip', 'reflected')",6.0,,
280787,,,"('attitude', 'never')",7.0,,
280818,,,"('people', 'away')",8.0,,
280922,,,"('food', 'total')",7.0,,
280962,,,"('unfortunately', 'good')",8.0,,
280968,,,"('times', 'answer')",7.0,,
281077,,,"('meal', '20')",7.0,,
281173,,,"('roll', '10')",6.0,,
281207,,,"('waitress', 'will')",11.0,,
281210,,,"('business', 'due')",6.0,,
281324,,,"('always', 'delicious')",8.0,,
281367,,,,,"('order', 'wrong', 'asked')",6.0
281591,,,"('workers', 'rude')",7.0,,
281713,,,"('apparently', 'restaurant')",6.0,,
281735,,,,,"('pay', 'credit', 'card')",7.0
281785,,,"('wine', 'took')",7.0,,
281988,,,"('needs', 'close')",8.0,,
282010,,,"('roll', 'egg')",6.0,,
282025,,,"('back', 'telling')",6.0,,
282220,,,"('like', 'sad')",6.0,,
282228,,,,,"('never', 'will', 'ever')",10.0
282239,,,"('want', 'cheap')",10.0,,
282247,,,,,"('threatened', 'call', 'police')",12.0
282261,,,"('old', 'tasting')",12.0,,
282337,,,,,"('back', 'dont', 'waste')",8.0
282406,,,"('blind', 'eye')",6.0,,
282717,,,,,"('just', 'okay', 'nothing')",7.0
282738,,,"('one', 'wearing')",7.0,,
282742,,,"('waiting', 'pick')",9.0,,
282771,,,"('us', 'found')",6.0,,
282782,,,"('apology', 'given')",6.0,,
282803,,,"('even', 'showed')",7.0,,
282856,,,"('one', 'unfortunately')",6.0,,
282907,,,"('shrimp', 'just')",9.0,,
282925,,,"('busy', 'sat')",9.0,,
282976,,,"('en', 'route')",6.0,,
283061,,,"('wanted', 'walk')",8.0,,
283089,,,"('going', 'pick')",8.0,,
283345,,,"('cooked', 'microwave')",6.0,,
283378,,,"('outside', 'tables')",7.0,,
283386,,,,,"('one', 'never', 'came')",6.0
283473,,,"('us', 'talk')",7.0,,
283572,,,,,"('dont', 'know', 'long')",6.0
283582,,,,,"('make', 'us', 'wait')",6.0
283624,,,"('eventually', 'brought')",6.0,,
283649,,,"('sat', 'food')",6.0,,
283656,,,"('lunch', 'horrible')",6.0,,
283774,,,"('old', 'also')",6.0,,
283775,,,"('like', 'children')",6.0,,
283902,,,"('cooked', 'hot')",6.0,,
283923,,,"('bad', 'look')",6.0,,
283925,,,"('want', 'water')",10.0,,
284010,,,,,"('one', 'person', 'party')",13.0
284099,,,"('manager', 'young')",6.0,,
284150,,,"('us', 'appetizers')",7.0,,
284168,,,"('literally', 'waited')",6.0,,
284254,,,"('stars', 'go')",6.0,,
284281,,,,,"('one', 'wait', 'staff')",6.0
284307,,,,,"('surf', 'turf', 'roll')",7.0
284483,,,"('boneless', 'ribs')",7.0,,
284485,,,"('sounds', 'good')",8.0,,
284509,,,"('wanted', 'shrimp')",7.0,,
284527,,,,,"('take', '20', 'minutes')",8.0
284528,,,,,"('minutes', 'get', 'us')",9.0
284529,,,"('hair', 'mouth')",9.0,,
284591,,,"('people', 'give')",9.0,,
284666,,,"('drinks', 'bartender')",7.0,,
284694,,,"('really', 'terrible')",10.0,,
284822,,,"('roll', '6')",8.0,,
284829,,,"('lot', 'fish')",7.0,,
284840,,,"('pieces', 'couldnt')",6.0,,
284877,,,"('well', 'thanks')",6.0,,
284897,,,"('dale', 'mabry')",17.0,,
284927,,,"('kitchen', 'manager')",8.0,,
284963,,,"('however', 'still')",8.0,,
284991,,,"('service', 'save')",7.0,,
284996,,,"('name', 'sushi')",8.0,,
285002,,,,,"('want', 'get', 'food')",6.0
285021,,,"('phone', 'take')",6.0,,
285059,,,,,"('tasted', 'like', 'pure')",7.0
285097,,,,,"('low', 'quality', 'fish')",14.0
285099,,,"('fusion', 'restaurant')",9.0,,
285144,,,"('eat', 'people')",8.0,,
285146,,,"('girl', 'behind')",10.0,,
285169,,,,,"('ginger', 'dressing', 'tasted')",6.0
285389,,,,,"('drink', 'order', 'another')",9.0
285534,,,"('pf', 'chang')",7.0,,
285553,,,"('well', 'wanted')",9.0,,
285659,,,"('instead', 'lunch')",7.0,,
