"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
4,8,3,2,9,3,6,7,5,14,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,3,0,5,3,"gebiRewfieSdtt17PTW6Zg"
1,4,0,2,3,1,3,1,2,6,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,1,2,"gebiRewfieSdtt17PTW6Zg"
1,5,1,2,6,1,5,4,2,10,4,"gebiRewfieSdtt17PTW6Zg"
2,4,1,1,4,1,2,4,3,8,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,1,0,"gebiRewfieSdtt17PTW6Zg"
1,3,1,2,0,3,0,2,4,8,-2,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,5,1,2,5,3,8,4,"gebiRewfieSdtt17PTW6Zg"
3,2,2,3,2,4,0,4,4,5,-6,"gebiRewfieSdtt17PTW6Zg"
4,14,2,6,10,3,5,11,12,26,15,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,6,0,4,3,3,7,3,"gebiRewfieSdtt17PTW6Zg"
2,1,2,1,2,2,1,3,3,4,-1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,3,1,4,1,"gebiRewfieSdtt17PTW6Zg"
2,5,0,1,5,0,1,5,2,16,11,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,1,3,1,5,-2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,3,2,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,2,0,5,6,"gebiRewfieSdtt17PTW6Zg"
0,8,0,0,5,0,2,5,2,6,4,"gebiRewfieSdtt17PTW6Zg"
2,2,1,1,2,0,1,2,3,5,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,1,2,2,1,2,1,0,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,4,0,1,4,2,5,-2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,1,0,"gebiRewfieSdtt17PTW6Zg"
1,5,2,2,4,1,2,4,5,7,-2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,4,1,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,1,0,0,0,1,3,0,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,3,0,11,5,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,6,0,3,5,0,7,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,1,0,1,0,1,4,3,"gebiRewfieSdtt17PTW6Zg"
1,6,2,1,4,2,3,6,2,7,2,"gebiRewfieSdtt17PTW6Zg"
1,8,2,0,7,3,5,6,6,11,8,"gebiRewfieSdtt17PTW6Zg"
1,3,2,1,4,1,3,4,1,4,4,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,4,0,1,7,2,6,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,3,3,8,-2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,0,2,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,2,4,"gebiRewfieSdtt17PTW6Zg"
1,5,1,0,5,1,2,4,1,6,3,"gebiRewfieSdtt17PTW6Zg"
0,1,1,1,0,1,0,0,1,2,3,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,3,1,2,2,1,4,4,"gebiRewfieSdtt17PTW6Zg"
1,4,1,0,2,0,0,2,2,8,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,4,2,3,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
1,5,0,2,4,0,3,7,2,8,6,"gebiRewfieSdtt17PTW6Zg"
3,2,3,1,2,1,1,2,7,3,-5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,5,0,2,6,0,7,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,1,1,0,1,1,3,2,"gebiRewfieSdtt17PTW6Zg"
1,5,1,0,2,0,1,4,6,3,-6,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,1,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,3,0,5,6,"gebiRewfieSdtt17PTW6Zg"
1,3,1,2,4,1,2,3,2,7,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,3,0,2,5,0,7,7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,1,0,4,3,"gebiRewfieSdtt17PTW6Zg"
3,1,3,3,1,3,0,2,3,2,-3,"gebiRewfieSdtt17PTW6Zg"
2,0,1,2,1,2,0,3,8,4,0,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,5,0,1,5,0,6,5,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,2,2,1,4,2,4,2,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,2,0,1,2,1,2,-1,"gebiRewfieSdtt17PTW6Zg"
2,1,2,2,0,3,0,1,4,1,0,"gebiRewfieSdtt17PTW6Zg"
2,2,1,3,4,1,2,3,3,6,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,2,0,0,3,0,6,5,"gebiRewfieSdtt17PTW6Zg"
4,1,1,5,0,6,4,0,8,3,-2,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,4,1,1,4,1,6,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,6,1,7,8,"gebiRewfieSdtt17PTW6Zg"
1,4,1,1,4,1,1,5,2,8,5,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,0,1,0,1,2,1,0,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,1,1,0,2,1,3,0,"gebiRewfieSdtt17PTW6Zg"
1,10,2,1,5,2,4,6,5,9,-1,"gebiRewfieSdtt17PTW6Zg"
3,2,2,3,2,3,0,2,7,2,-2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,2,1,0,0,3,3,5,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,1,0,3,2,"gebiRewfieSdtt17PTW6Zg"
