"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,0,1,0,1,0,0,3,0,3,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,2,0,2,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,0,0,1,0,4,6,"gebiRewfieSdtt17PTW6Zg"
2,5,2,2,6,2,5,4,6,7,5,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,2,0,0,0,3,4,1,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,0,2,0,0,3,2,-4,"gebiRewfieSdtt17PTW6Zg"
2,2,3,2,2,3,3,1,5,3,-5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,0,0,0,0,0,2,0,"gebiRewfieSdtt17PTW6Zg"
3,1,1,2,1,3,1,1,4,2,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,2,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,2,0,3,4,"gebiRewfieSdtt17PTW6Zg"
