"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
1,3,1,0,1,1,1,1,2,2,2,"gebiRewfieSdtt17PTW6Zg"
0,4,0,2,5,1,3,4,3,10,2,"gebiRewfieSdtt17PTW6Zg"
6,9,9,6,8,9,4,15,17,25,11,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,4,0,3,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,3,2,0,4,9,"gebiRewfieSdtt17PTW6Zg"
0,3,2,1,8,4,1,9,5,16,6,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,4,1,2,2,1,5,4,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,1,1,1,2,1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,1,3,"gebiRewfieSdtt17PTW6Zg"
1,1,0,2,2,2,2,2,2,3,1,"gebiRewfieSdtt17PTW6Zg"
0,3,1,1,5,1,3,4,1,7,11,"gebiRewfieSdtt17PTW6Zg"
1,4,2,2,2,1,0,2,3,5,-2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
2,1,4,4,3,4,2,2,5,8,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,0,1,1,1,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,3,1,1,2,1,4,1,3,4,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,0,5,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,2,0,5,6,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,3,0,2,3,0,4,5,"gebiRewfieSdtt17PTW6Zg"
3,3,3,3,3,3,2,4,4,6,-2,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,6,1,1,5,1,8,9,"gebiRewfieSdtt17PTW6Zg"
1,4,1,1,3,0,2,3,0,3,6,"gebiRewfieSdtt17PTW6Zg"
1,0,1,2,0,1,1,0,1,0,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,2,1,1,5,6,"gebiRewfieSdtt17PTW6Zg"
