"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,1,0,0,2,0,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,2,1,1,3,1,3,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,1,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,1,2,4,0,6,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,3,1,3,2,2,2,3,3,3,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
4,6,3,3,2,2,2,2,4,5,-2,"gebiRewfieSdtt17PTW6Zg"
1,3,0,2,4,1,2,5,1,6,6,"gebiRewfieSdtt17PTW6Zg"
2,8,1,5,8,1,3,8,6,10,5,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,1,1,1,2,1,1,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,3,1,5,4,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,4,1,3,3,1,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,3,1,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,4,0,0,1,0,6,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,1,1,2,1,2,2,"gebiRewfieSdtt17PTW6Zg"
2,3,2,1,3,2,1,4,4,9,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,1,0,1,1,1,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,0,1,2,4,"gebiRewfieSdtt17PTW6Zg"
0,3,2,1,1,1,0,3,4,3,1,"gebiRewfieSdtt17PTW6Zg"
4,2,3,0,3,2,2,2,4,5,-1,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,5,0,2,4,2,7,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,1,0,2,1,5,3,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,7,1,4,5,2,11,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,2,1,4,5,"gebiRewfieSdtt17PTW6Zg"
1,6,0,0,5,1,1,5,4,12,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,6,0,6,6,"gebiRewfieSdtt17PTW6Zg"
