"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,5,0,1,3,0,2,3,0,5,6,"gebiRewfieSdtt17PTW6Zg"
1,1,0,2,1,0,2,1,3,3,4,"gebiRewfieSdtt17PTW6Zg"
2,4,1,2,3,1,1,3,3,6,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,2,0,0,3,2,4,1,"gebiRewfieSdtt17PTW6Zg"
1,1,2,3,1,1,1,3,1,4,8,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,3,0,1,2,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,1,5,"gebiRewfieSdtt17PTW6Zg"
0,5,1,0,3,2,3,3,1,5,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,0,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,1,0,0,1,1,1,1,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,5,0,1,6,0,8,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
8,15,11,6,9,7,10,14,16,22,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,3,5,0,4,4,3,7,7,"gebiRewfieSdtt17PTW6Zg"
2,4,3,5,4,4,1,3,7,8,2,"gebiRewfieSdtt17PTW6Zg"
3,2,2,4,1,2,0,1,5,2,-4,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,2,0,0,1,0,4,4,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,3,2,3,1,1,6,6,"gebiRewfieSdtt17PTW6Zg"
