"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,4,0,0,1,1,0,1,1,4,0,"gebiRewfieSdtt17PTW6Zg"
1,4,1,1,2,1,2,3,1,7,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,1,2,-1,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,3,0,2,1,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,5,3,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,5,0,1,4,0,8,9,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,0,0,0,1,1,1,1,"gebiRewfieSdtt17PTW6Zg"
1,5,0,0,4,0,1,3,1,5,7,"gebiRewfieSdtt17PTW6Zg"
0,6,0,0,5,0,1,5,0,8,8,"gebiRewfieSdtt17PTW6Zg"
1,0,0,0,2,0,1,1,0,4,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,0,0,1,1,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,0,0,0,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,1,1,1,1,1,0,"gebiRewfieSdtt17PTW6Zg"
2,6,0,3,7,3,2,7,4,16,10,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,0,1,1,2,1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,2,0,3,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,1,2,1,6,8,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,1,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,1,1,2,1,8,5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,3,0,2,3,0,6,4,"gebiRewfieSdtt17PTW6Zg"
2,4,1,1,6,1,3,5,1,10,8,"gebiRewfieSdtt17PTW6Zg"
2,4,2,2,4,5,0,3,8,8,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,1,0,5,1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,1,0,1,1,0,2,0,"gebiRewfieSdtt17PTW6Zg"
4,5,3,4,2,5,1,6,7,8,-5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,0,1,3,1,3,1,"gebiRewfieSdtt17PTW6Zg"
2,4,1,4,3,2,3,3,7,5,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,0,2,0,2,0,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,4,3,4,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,2,0,2,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,1,0,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,0,0,0,1,1,6,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,1,1,0,2,1,-2,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,0,0,0,1,1,4,0,"gebiRewfieSdtt17PTW6Zg"
0,2,1,1,3,0,0,4,4,10,4,"gebiRewfieSdtt17PTW6Zg"
1,5,0,0,3,0,4,4,3,7,1,"gebiRewfieSdtt17PTW6Zg"
2,0,2,3,0,2,0,0,3,0,-4,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,4,0,3,3,1,5,3,"gebiRewfieSdtt17PTW6Zg"
