"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
1,1,0,0,3,0,1,3,3,4,2,"gebiRewfieSdtt17PTW6Zg"
1,2,2,1,2,2,1,3,2,5,-1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,1,0,4,2,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,2,0,1,2,0,2,1,"gebiRewfieSdtt17PTW6Zg"
2,2,1,2,2,2,1,1,3,2,-2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,3,1,0,2,0,"gebiRewfieSdtt17PTW6Zg"
3,2,1,1,2,2,1,1,3,2,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,1,2,1,2,4,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,1,0,1,1,3,1,2,"gebiRewfieSdtt17PTW6Zg"
3,6,2,3,3,5,4,6,10,14,-2,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,1,1,1,4,4,"gebiRewfieSdtt17PTW6Zg"
4,8,2,2,7,1,4,8,5,11,4,"gebiRewfieSdtt17PTW6Zg"
2,2,1,1,3,1,1,3,3,8,8,"gebiRewfieSdtt17PTW6Zg"
1,0,0,2,3,0,1,3,3,3,7,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,2,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,2,1,2,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,1,0,2,1,4,5,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,0,1,1,1,2,3,0,"gebiRewfieSdtt17PTW6Zg"
0,5,1,2,10,0,3,12,3,20,14,"gebiRewfieSdtt17PTW6Zg"
2,1,1,0,2,2,1,1,2,3,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,0,1,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
2,4,0,2,3,0,1,3,1,7,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,1,3,"gebiRewfieSdtt17PTW6Zg"
3,1,1,1,2,2,1,2,2,3,1,"gebiRewfieSdtt17PTW6Zg"
1,2,1,2,2,3,1,2,3,2,4,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,1,2,1,0,3,1,-1,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,8,0,2,7,1,9,11,"gebiRewfieSdtt17PTW6Zg"
0,4,1,0,4,1,2,4,1,6,5,"gebiRewfieSdtt17PTW6Zg"
3,3,1,1,6,1,2,4,4,8,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,6,0,1,5,0,7,3,"gebiRewfieSdtt17PTW6Zg"
