"","text","topi","type"
"1",NA,NA,NA
"2","I've been eating at Koto''s since the early 90's at their location on 7th Ave N.  This is THE place for sushi in Nashville!!  No Macadamia Nuts or Mango Strawberry Blah Blah Blah Rolls here.   Only the freshest fish served in the Traditional Japanese fashion.  The wasabi isn't bright green squeeze paste from a jar - it's actual ground wasabi root.  The pickled ginger is made in house from actual ginger root.  The Green Tea, as other reviewers have mentioned, is a pungent traditional Green Tea.  And the sushi/sashimi is absolutely THE FRESHEST selection in Nashville.  Number 1 sushi grade Tuna (not cold-smoked, color-enhanced tuna block) Yellowtail, Pepper-Seared Albacore, and Fresh Salmon are all outstanding Sashimi choices.  Some of my other favorites that you are not going to find at any ""Fusion""  or Pan Asian style mish-mash concepts are Sea Urchin with Quail Egg, Steamed Monkfish Liver, Seasoned Cod Roe and Homemade Sunomono (My Favorite is with Octopus!).  The Scallop Hand Roll with tomatoes and Smelt Row, the Hook Roll (an amazing twist on a Spicy Yellowtail Roll), the Salmon Skin Roll, the Rock N Roll (wrapped in cucumber), and the Crunchy Rolls (both shrimp and crab, available with King Crab for an extra charge) are all among my ""must-have's"" almost every time I visit.  With so many outstanding choices, I find it difficult to decide every time I sit down at the sushi bar to order.  Luckily, I always have the next visit to look forward to, which is usually the highlight of my month!!
Thanks Koto's, for making sushi a culinary delight, not a trendy dissappointment!!!!",1,"good"
"3","Maybe it's the circles in which I travel, but only occasionally do I encounter really imaginative sushi. Koto, in downtown Nashville, practically explodes with creative options, many of which I eagerly ordered. 

But first, you've gotta love the inherent sense of humor on the Heart Attack appetizer, which is jalapeño, spicy tuna and cream cheese. Other starters include Scallop Bakudon (sauteed mushroom & scallops with creamy sauce) Wasabi Shumai and Oshitashi (keep your uncultured snickering to a minimum while eating boiled spinach with dried bonito.)

Though I did order some of my favorites ( a great way to compare how different eateries prepare and present ) including saba, squid and a Rainbow Roll, I also leaped fearlessly into the adventure with two rolls that caught my eye. The Wayne Roll contains crab, eel, egg omelet, avocado and burdock roots, which are a variety of thistle and have a sweet, strong pungent flavor and crunchy consistency.

The Norro Roll features clam, smelt egg, cucumber and burdock root. Both rolls were crunchy and combined a delightful mixture of flavors that were, at first challenging, and finally extremely satisfying.

The owners of the establishment have operated Koto in various locations over the course of 27 years and were wonderful to talk to (he is from Okinawa, Japan - she is from Korea.)  They were attentive and pleasant and our server was quick with the sake and other items that we desired.  Be sure to have a good look at the Chinese Koto hanging on the wall opposite the sushi bar.  It's an amazing piece of musical architecture and, as a musician, it was all I could do to keep from reaching out to pluck its long strings.  The only thing Koto is missing would be someone jamming out on THAT thing instead of the television hanging in the corner broadcasting whatever it was that it was broadcasting.  That's the reason for the four stars - the food was exquisite, as was the service and company.  The atmosphere would've been a bit more magical without the intrusion of that omnipresent television set.

Still, worth a visit, we'll be back again next time we're in Nashville.",2,"good"
