"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,1,0,0,1,0,0,1,2,4,6,"gebiRewfieSdtt17PTW6Zg"
0,3,1,0,2,1,1,5,1,6,3,"gebiRewfieSdtt17PTW6Zg"
2,4,2,1,4,3,2,4,7,5,1,"gebiRewfieSdtt17PTW6Zg"
1,5,2,0,4,0,3,5,5,10,1,"gebiRewfieSdtt17PTW6Zg"
1,5,0,0,4,0,2,5,2,6,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,2,4,2,1,4,2,7,5,"gebiRewfieSdtt17PTW6Zg"
4,4,0,2,4,1,3,5,5,10,7,"gebiRewfieSdtt17PTW6Zg"
2,4,1,1,6,1,1,5,3,8,10,"gebiRewfieSdtt17PTW6Zg"
1,7,1,2,10,3,5,7,4,12,11,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,4,0,2,5,0,7,8,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,0,0,1,1,1,"gebiRewfieSdtt17PTW6Zg"
2,1,2,2,2,1,2,2,2,3,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,2,1,0,3,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,3,7,2,6,8,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,5,1,2,4,1,5,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,1,0,0,1,2,4,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,2,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,0,0,1,1,3,4,"gebiRewfieSdtt17PTW6Zg"
1,4,2,1,6,1,2,6,2,7,9,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,2,"gebiRewfieSdtt17PTW6Zg"
4,3,4,5,3,5,2,3,6,4,-3,"gebiRewfieSdtt17PTW6Zg"
2,5,2,2,4,3,2,7,8,8,5,"gebiRewfieSdtt17PTW6Zg"
2,1,2,2,4,1,1,4,4,5,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,1,1,0,1,3,5,"gebiRewfieSdtt17PTW6Zg"
1,6,1,1,5,1,1,4,2,10,8,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,1,5,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,3,1,1,2,1,7,7,"gebiRewfieSdtt17PTW6Zg"
2,14,5,8,10,6,6,16,11,18,1,"gebiRewfieSdtt17PTW6Zg"
