"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,2,1,0,3,0,2,4,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,2,1,2,4,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,0,2,0,4,5,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,1,1,0,1,1,1,0,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,1,3,1,7,6,"gebiRewfieSdtt17PTW6Zg"
2,3,1,1,2,1,1,2,3,2,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,0,4,0,6,8,"gebiRewfieSdtt17PTW6Zg"
2,6,2,3,7,3,6,7,5,17,16,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,1,1,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,1,1,0,1,1,3,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,1,4,5,"gebiRewfieSdtt17PTW6Zg"
1,4,1,2,5,1,1,4,2,6,10,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,2,"gebiRewfieSdtt17PTW6Zg"
2,2,1,0,3,1,1,2,1,5,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,2,2,0,7,10,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,1,4,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,4,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,3,1,4,3,"gebiRewfieSdtt17PTW6Zg"
0,8,1,1,8,1,5,6,3,9,6,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,3,0,2,2,1,5,4,"gebiRewfieSdtt17PTW6Zg"
1,2,2,0,2,2,1,5,5,6,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,1,2,5,"gebiRewfieSdtt17PTW6Zg"
