"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
1,3,0,0,3,0,1,2,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,7,0,1,5,2,11,11,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,3,2,1,4,1,8,6,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,0,1,4,1,8,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,1,2,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,1,2,2,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,1,2,1,3,0,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,3,0,4,8,"gebiRewfieSdtt17PTW6Zg"
0,4,1,1,6,0,1,7,1,8,12,"gebiRewfieSdtt17PTW6Zg"
1,3,1,2,1,2,0,3,3,3,4,"gebiRewfieSdtt17PTW6Zg"
3,3,1,1,1,0,1,3,2,3,0,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,1,0,5,2,7,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,2,0,1,4,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,1,1,0,4,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,2,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,6,0,1,5,0,9,8,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,1,5,"gebiRewfieSdtt17PTW6Zg"
1,3,1,0,5,1,2,6,1,9,7,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,2,0,3,4,"gebiRewfieSdtt17PTW6Zg"
