"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,1,0,0,2,0,0,1,0,2,4,"gebiRewfieSdtt17PTW6Zg"
4,6,1,2,5,1,2,6,5,11,6,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,4,1,3,5,3,8,1,"gebiRewfieSdtt17PTW6Zg"
2,4,0,2,4,4,2,4,4,6,6,"gebiRewfieSdtt17PTW6Zg"
3,3,1,2,3,2,1,2,2,4,4,"gebiRewfieSdtt17PTW6Zg"
0,5,1,0,6,1,1,6,1,7,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,2,1,4,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
2,6,1,2,8,1,2,7,2,10,6,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,5,1,1,5,1,10,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,2,0,1,3,0,6,4,"gebiRewfieSdtt17PTW6Zg"
2,3,6,3,2,3,0,2,11,8,-7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,6,0,2,4,1,8,10,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,3,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,3,0,0,1,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,2,1,6,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,0,8,7,"gebiRewfieSdtt17PTW6Zg"
2,7,3,2,8,1,4,7,3,11,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,2,0,4,6,"gebiRewfieSdtt17PTW6Zg"
4,5,3,3,4,1,2,4,6,4,1,"gebiRewfieSdtt17PTW6Zg"
0,4,1,1,4,1,1,4,1,7,10,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,3,7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,4,1,2,3,1,6,3,"gebiRewfieSdtt17PTW6Zg"
6,9,6,6,8,2,2,8,10,15,8,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,1,"gebiRewfieSdtt17PTW6Zg"
2,2,0,1,3,0,1,2,2,4,2,"gebiRewfieSdtt17PTW6Zg"
1,6,1,0,4,0,1,2,1,5,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,5,5,"gebiRewfieSdtt17PTW6Zg"
2,3,1,2,5,1,0,7,4,8,-1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,0,3,1,8,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,1,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,1,1,3,"gebiRewfieSdtt17PTW6Zg"
2,2,3,1,1,1,1,3,4,7,-3,"gebiRewfieSdtt17PTW6Zg"
1,3,0,1,4,0,0,4,1,5,8,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,2,1,1,1,2,3,5,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,5,0,1,2,1,6,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,2,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,2,3,2,1,4,3,9,7,"gebiRewfieSdtt17PTW6Zg"
1,4,2,1,6,1,2,10,3,14,11,"gebiRewfieSdtt17PTW6Zg"
0,1,2,0,1,1,0,0,1,1,0,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,4,0,2,8,1,8,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,1,0,0,0,3,"gebiRewfieSdtt17PTW6Zg"
1,5,0,0,7,0,0,7,1,7,9,"gebiRewfieSdtt17PTW6Zg"
1,6,2,2,10,0,4,9,1,16,7,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,2,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,0,0,1,1,1,1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,3,1,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,2,0,1,2,1,3,4,"gebiRewfieSdtt17PTW6Zg"
0,8,0,0,7,2,0,8,1,13,12,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,1,1,2,1,2,5,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,1,0,1,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,1,0,0,1,0,2,6,"gebiRewfieSdtt17PTW6Zg"
1,7,0,2,9,1,1,10,4,15,10,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,2,1,0,2,1,2,1,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,5,0,0,3,0,5,6,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,5,0,2,5,1,5,2,"gebiRewfieSdtt17PTW6Zg"
3,1,2,2,2,1,0,2,4,7,-4,"gebiRewfieSdtt17PTW6Zg"
2,1,0,0,1,0,0,2,2,2,1,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,0,1,0,0,2,0,0,"gebiRewfieSdtt17PTW6Zg"
3,1,2,0,2,3,2,2,4,3,-1,"gebiRewfieSdtt17PTW6Zg"
3,1,1,2,4,2,4,4,3,8,8,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,0,2,0,0,2,1,0,"gebiRewfieSdtt17PTW6Zg"
1,3,0,2,4,0,3,1,2,5,5,"gebiRewfieSdtt17PTW6Zg"
1,2,1,2,5,1,1,8,1,8,10,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,3,1,0,3,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,1,2,1,2,4,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,2,0,1,3,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,5,0,2,5,0,6,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,1,1,1,1,2,3,"gebiRewfieSdtt17PTW6Zg"
3,4,4,0,4,2,2,4,7,7,1,"gebiRewfieSdtt17PTW6Zg"
2,6,4,4,13,1,5,10,4,23,15,"gebiRewfieSdtt17PTW6Zg"
3,8,2,6,6,4,5,9,6,12,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,2,1,"gebiRewfieSdtt17PTW6Zg"
2,4,2,2,5,2,2,4,4,10,9,"gebiRewfieSdtt17PTW6Zg"
0,1,1,2,3,0,2,5,2,5,4,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,3,1,0,2,2,5,-2,"gebiRewfieSdtt17PTW6Zg"
0,1,1,1,1,1,0,1,4,3,-3,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,4,0,1,2,2,8,13,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,3,0,0,2,2,4,0,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,4,1,7,8,"gebiRewfieSdtt17PTW6Zg"
1,2,2,2,4,1,2,2,4,6,-2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,3,1,1,3,1,6,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,2,3,2,6,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,1,3,1,6,7,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,4,0,0,2,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,1,1,4,2,9,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,1,2,0,5,3,"gebiRewfieSdtt17PTW6Zg"
