"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,1,0,1,1,0,1,2,0,5,3,"gebiRewfieSdtt17PTW6Zg"
2,3,3,2,5,1,2,3,5,10,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,1,2,4,1,10,2,"gebiRewfieSdtt17PTW6Zg"
9,10,5,12,10,6,5,18,15,35,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,0,2,5,"gebiRewfieSdtt17PTW6Zg"
2,2,2,2,1,1,2,3,2,3,-3,"gebiRewfieSdtt17PTW6Zg"
0,4,1,0,4,0,2,5,0,6,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,2,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,3,1,1,4,1,2,3,3,7,2,"gebiRewfieSdtt17PTW6Zg"
4,8,1,0,5,2,2,6,4,8,-3,"gebiRewfieSdtt17PTW6Zg"
0,7,0,1,6,0,2,6,5,11,3,"gebiRewfieSdtt17PTW6Zg"
4,6,4,5,5,3,2,5,5,9,2,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,4,1,0,2,1,4,2,"gebiRewfieSdtt17PTW6Zg"
1,3,1,0,2,1,1,3,3,8,-3,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,0,4,0,5,1,"gebiRewfieSdtt17PTW6Zg"
5,12,8,8,13,8,4,14,19,23,-5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,1,3,0,7,8,"gebiRewfieSdtt17PTW6Zg"
