"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,3,0,0,4,0,2,4,1,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,2,0,1,0,"gebiRewfieSdtt17PTW6Zg"
1,1,0,3,3,0,1,2,2,2,1,"gebiRewfieSdtt17PTW6Zg"
3,2,3,4,3,4,2,5,9,7,-7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,4,0,6,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,1,2,2,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,2,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,4,1,4,4,"gebiRewfieSdtt17PTW6Zg"
2,6,1,1,5,1,2,4,4,7,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,2,0,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,0,2,0,0,2,0,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,4,0,5,5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,6,0,1,5,0,6,10,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,2,4,0,7,8,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,1,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,1,3,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,1,4,1,7,9,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,3,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
1,3,0,2,4,1,2,1,2,8,6,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,0,1,2,1,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,2,5,0,5,4,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,4,1,3,2,3,6,2,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,5,0,1,6,0,10,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,0,0,1,0,1,1,2,"gebiRewfieSdtt17PTW6Zg"
1,0,0,0,3,2,0,4,3,4,6,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,3,0,1,3,2,5,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,1,0,1,1,0,1,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,0,0,0,0,0,0,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,4,0,1,4,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,3,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,1,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,3,1,1,2,1,4,2,"gebiRewfieSdtt17PTW6Zg"
2,0,2,1,0,3,2,0,7,5,-5,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,1,1,1,1,2,1,1,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,3,0,1,3,2,3,1,"gebiRewfieSdtt17PTW6Zg"
3,2,4,1,1,3,1,1,6,2,1,"gebiRewfieSdtt17PTW6Zg"
0,6,2,2,5,1,3,4,5,9,6,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,6,1,1,6,2,7,9,"gebiRewfieSdtt17PTW6Zg"
0,1,1,0,2,0,1,2,1,2,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,2,0,3,3,"gebiRewfieSdtt17PTW6Zg"
2,2,1,0,2,0,1,2,1,2,4,"gebiRewfieSdtt17PTW6Zg"
2,3,2,2,4,3,3,6,5,6,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,2,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,2,0,4,6,"gebiRewfieSdtt17PTW6Zg"
