"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
1,2,1,1,3,0,1,4,3,5,1,"gebiRewfieSdtt17PTW6Zg"
1,1,2,1,3,1,1,3,2,7,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,5,0,8,11,"gebiRewfieSdtt17PTW6Zg"
2,4,1,1,7,2,4,6,2,11,17,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,7,0,8,7,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,2,1,0,1,1,5,6,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,0,1,1,1,2,1,"gebiRewfieSdtt17PTW6Zg"
2,1,4,2,2,4,3,1,5,2,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
2,7,2,2,7,3,2,5,6,13,5,"gebiRewfieSdtt17PTW6Zg"
1,2,1,2,1,2,0,1,3,1,-2,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,6,2,4,3,1,7,10,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,3,0,1,2,0,3,0,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,0,0,0,0,0,0,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,0,1,0,"gebiRewfieSdtt17PTW6Zg"
1,0,1,0,1,1,0,1,1,1,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,3,0,6,7,"gebiRewfieSdtt17PTW6Zg"
1,0,1,0,1,1,0,1,1,1,3,"gebiRewfieSdtt17PTW6Zg"
1,4,2,1,4,1,1,4,5,4,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,0,1,1,0,2,1,"gebiRewfieSdtt17PTW6Zg"
0,9,0,1,9,1,2,7,1,11,11,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,3,0,0,2,1,4,1,"gebiRewfieSdtt17PTW6Zg"
2,1,0,0,2,0,1,3,0,3,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,0,1,1,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,0,1,1,2,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,2,0,1,2,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,1,1,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
2,6,2,3,5,3,1,5,3,10,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,6,0,2,6,0,6,4,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,3,1,0,3,2,8,6,"gebiRewfieSdtt17PTW6Zg"
0,2,1,1,6,0,1,6,0,11,6,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,3,1,0,1,1,8,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,5,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,2,5,0,9,10,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,1,2,2,"gebiRewfieSdtt17PTW6Zg"
0,1,1,1,2,1,2,1,3,2,1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,1,2,4,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,3,0,6,7,"gebiRewfieSdtt17PTW6Zg"
1,1,1,3,4,0,1,1,1,5,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,2,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,3,0,0,2,0,5,1,"gebiRewfieSdtt17PTW6Zg"
2,3,1,1,4,0,2,4,1,5,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,2,5,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,2,1,0,1,1,5,1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,1,0,2,3,3,5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,7,1,1,3,1,10,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,0,0,0,0,0,1,4,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,2,0,2,3,1,6,4,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,4,1,0,5,1,5,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,1,1,1,2,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,3,0,1,3,0,7,6,"gebiRewfieSdtt17PTW6Zg"
0,3,1,1,5,0,2,4,0,4,4,"gebiRewfieSdtt17PTW6Zg"
2,0,0,1,1,1,1,0,2,1,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
2,3,1,1,3,1,3,1,2,4,0,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,1,1,0,1,1,2,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,2,1,0,2,2,3,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,1,0,1,2,4,3,"gebiRewfieSdtt17PTW6Zg"
4,10,6,2,11,5,2,10,12,24,1,"gebiRewfieSdtt17PTW6Zg"
3,3,4,4,2,4,1,3,5,6,0,"gebiRewfieSdtt17PTW6Zg"
