"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
1,1,1,1,5,0,2,5,2,8,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,2,5,"gebiRewfieSdtt17PTW6Zg"
3,8,1,2,5,1,3,5,3,8,1,"gebiRewfieSdtt17PTW6Zg"
0,6,0,2,3,0,2,3,1,5,1,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,3,0,2,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
4,7,2,4,5,4,2,6,6,7,-2,"gebiRewfieSdtt17PTW6Zg"
3,6,3,2,6,2,3,5,3,8,-1,"gebiRewfieSdtt17PTW6Zg"
1,4,1,1,3,0,3,4,2,8,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,3,1,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,4,0,0,5,0,9,9,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,2,0,3,8,"gebiRewfieSdtt17PTW6Zg"
1,2,2,2,4,2,1,3,2,9,-4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,2,0,1,1,"gebiRewfieSdtt17PTW6Zg"
3,3,2,2,4,2,1,4,5,7,4,"gebiRewfieSdtt17PTW6Zg"
1,5,0,1,8,1,3,7,3,15,17,"gebiRewfieSdtt17PTW6Zg"
1,6,5,1,3,2,4,5,5,8,2,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,0,1,1,1,2,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
3,2,1,2,5,2,3,5,3,5,6,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,0,1,1,1,3,3,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,0,1,1,1,2,1,-2,"gebiRewfieSdtt17PTW6Zg"
2,2,2,2,2,2,2,2,2,5,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,0,1,3,0,3,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,0,0,0,0,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,4,0,2,3,3,7,2,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,2,4,0,5,15,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,1,1,1,1,1,3,3,"gebiRewfieSdtt17PTW6Zg"
5,5,3,3,8,3,3,7,8,17,9,"gebiRewfieSdtt17PTW6Zg"
1,3,1,0,3,1,2,5,2,7,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,0,1,"gebiRewfieSdtt17PTW6Zg"
1,3,0,2,4,2,3,4,3,4,2,"gebiRewfieSdtt17PTW6Zg"
1,1,1,2,5,1,2,4,2,9,5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,2,4,0,11,12,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,0,0,0,1,0,1,5,"gebiRewfieSdtt17PTW6Zg"
1,5,1,2,6,1,2,3,2,8,1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,2,1,3,1,"gebiRewfieSdtt17PTW6Zg"
1,4,0,2,4,3,1,3,3,8,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,6,0,7,8,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,2,0,1,5,1,9,8,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,1,0,1,1,1,0,"gebiRewfieSdtt17PTW6Zg"
1,6,1,2,7,1,2,6,3,9,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,4,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,5,0,6,6,"gebiRewfieSdtt17PTW6Zg"
