"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,9,1,1,13,2,4,11,2,17,20,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,1,2,3,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,2,4,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,6,0,0,3,0,7,8,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,5,0,6,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,1,2,1,3,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,5,1,2,4,1,6,8,"gebiRewfieSdtt17PTW6Zg"
1,6,1,0,6,1,4,4,4,9,11,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,3,1,2,1,1,5,3,-3,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,4,0,1,3,1,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,1,0,4,1,6,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,2,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,3,1,2,3,2,3,1,"gebiRewfieSdtt17PTW6Zg"
2,3,2,2,2,3,1,3,3,3,-1,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,3,2,1,3,2,3,1,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,6,1,2,5,4,9,6,"gebiRewfieSdtt17PTW6Zg"
2,4,1,0,3,1,3,3,3,5,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,1,1,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
1,0,1,2,0,2,0,1,2,0,-3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,1,3,0,5,8,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,1,1,1,2,1,3,4,"gebiRewfieSdtt17PTW6Zg"
0,3,1,0,3,0,2,4,1,5,0,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,1,3,0,6,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,1,2,3,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,4,0,2,5,0,7,9,"gebiRewfieSdtt17PTW6Zg"
2,7,2,1,6,3,0,8,7,9,-1,"gebiRewfieSdtt17PTW6Zg"
2,3,1,0,4,0,2,3,3,4,-3,"gebiRewfieSdtt17PTW6Zg"
1,3,1,3,3,1,1,5,2,4,-3,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,1,1,0,1,1,1,-1,"gebiRewfieSdtt17PTW6Zg"
1,8,2,1,6,3,2,9,4,11,3,"gebiRewfieSdtt17PTW6Zg"
1,4,4,2,4,4,2,4,6,10,-2,"gebiRewfieSdtt17PTW6Zg"
2,5,3,2,4,3,4,3,5,4,-4,"gebiRewfieSdtt17PTW6Zg"
2,1,4,2,1,1,0,1,5,2,-2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,4,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
2,1,2,2,2,3,1,3,4,4,-2,"gebiRewfieSdtt17PTW6Zg"
2,2,2,1,2,1,1,3,2,4,1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
2,2,0,0,1,0,0,2,2,5,2,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,3,0,2,4,0,4,1,"gebiRewfieSdtt17PTW6Zg"
0,1,2,0,2,1,1,2,2,2,-2,"gebiRewfieSdtt17PTW6Zg"
0,6,0,1,4,1,1,5,1,8,9,"gebiRewfieSdtt17PTW6Zg"
2,10,3,2,7,2,4,8,4,12,0,"gebiRewfieSdtt17PTW6Zg"
4,7,3,3,6,2,3,8,3,15,5,"gebiRewfieSdtt17PTW6Zg"
1,14,2,3,7,4,4,7,5,12,-1,"gebiRewfieSdtt17PTW6Zg"
5,5,4,2,6,3,4,7,5,9,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,2,1,0,1,1,3,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,2,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,3,0,5,5,"gebiRewfieSdtt17PTW6Zg"
4,8,3,3,7,3,5,6,6,14,7,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,6,1,3,5,0,8,9,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,1,1,1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,3,1,1,4,1,4,2,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,7,0,1,6,1,10,13,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,2,1,1,2,1,2,5,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,1,0,1,2,2,5,-3,"gebiRewfieSdtt17PTW6Zg"
