"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,1,0,0,2,1,1,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,1,2,0,4,4,"gebiRewfieSdtt17PTW6Zg"
1,3,2,1,3,2,1,4,2,6,2,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,3,1,0,4,1,5,2,"gebiRewfieSdtt17PTW6Zg"
1,1,0,2,6,2,3,5,2,9,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,2,1,2,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,2,1,3,3,"gebiRewfieSdtt17PTW6Zg"
1,8,2,0,3,3,1,4,5,5,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,5,1,0,5,1,4,7,2,11,9,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,1,0,2,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,1,1,1,1,1,1,1,"gebiRewfieSdtt17PTW6Zg"
0,3,1,0,3,0,3,3,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,2,1,5,3,"gebiRewfieSdtt17PTW6Zg"
1,6,1,0,3,1,1,3,1,5,2,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,4,0,2,4,1,5,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,1,2,1,1,2,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,4,1,1,3,1,5,3,"gebiRewfieSdtt17PTW6Zg"
1,1,0,1,4,0,2,3,3,4,6,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,2,0,1,2,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,4,0,2,3,1,7,7,"gebiRewfieSdtt17PTW6Zg"
1,4,1,2,5,3,4,6,6,10,8,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,3,0,1,2,2,4,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
1,1,0,2,3,1,2,2,2,6,8,"gebiRewfieSdtt17PTW6Zg"
1,4,1,1,4,1,1,4,1,8,11,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,4,1,1,5,0,3,5,0,6,6,"gebiRewfieSdtt17PTW6Zg"
1,7,0,3,9,1,5,12,1,15,14,"gebiRewfieSdtt17PTW6Zg"
2,7,1,1,7,1,3,5,4,12,8,"gebiRewfieSdtt17PTW6Zg"
