"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,0,0,1,1,0,0,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
2,2,1,1,2,0,2,2,3,4,4,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,2,0,1,4,2,6,6,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,2,4,0,5,7,"gebiRewfieSdtt17PTW6Zg"
1,5,0,2,9,2,2,6,2,9,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,2,6,"gebiRewfieSdtt17PTW6Zg"
1,3,1,0,3,1,2,3,2,4,6,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,0,6,1,8,8,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,0,6,1,8,8,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,1,0,3,2,5,2,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,0,1,1,0,1,0,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,4,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,1,1,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,4,0,1,3,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,6,1,2,8,1,10,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,1,3,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,1,0,0,1,1,3,-1,"gebiRewfieSdtt17PTW6Zg"
1,3,0,1,3,0,3,4,1,4,7,"gebiRewfieSdtt17PTW6Zg"
2,1,2,1,2,4,0,3,3,6,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,2,2,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,1,0,1,1,1,5,-1,"gebiRewfieSdtt17PTW6Zg"
2,8,2,5,4,6,2,4,7,13,-3,"gebiRewfieSdtt17PTW6Zg"
0,1,1,1,2,0,3,2,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,4,0,7,4,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,3,0,1,1,2,5,5,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,7,0,0,6,1,12,15,"gebiRewfieSdtt17PTW6Zg"
2,5,1,2,6,2,4,5,2,12,17,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,0,0,0,1,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,3,3,"gebiRewfieSdtt17PTW6Zg"
1,5,0,1,7,1,1,6,1,8,13,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,3,0,5,5,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,3,1,1,3,1,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,6,0,2,4,0,6,5,"gebiRewfieSdtt17PTW6Zg"
2,10,0,2,8,2,4,8,4,12,9,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,1,1,"gebiRewfieSdtt17PTW6Zg"
0,2,2,2,5,0,1,6,1,9,9,"gebiRewfieSdtt17PTW6Zg"
2,2,1,1,1,2,0,1,3,3,-3,"gebiRewfieSdtt17PTW6Zg"
1,5,1,2,6,2,3,6,3,9,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,0,1,4,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,1,4,2,"gebiRewfieSdtt17PTW6Zg"
1,3,1,2,3,1,2,4,3,7,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,0,2,2,0,5,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,1,1,1,0,2,4,"gebiRewfieSdtt17PTW6Zg"
0,5,1,2,4,4,2,3,3,6,2,"gebiRewfieSdtt17PTW6Zg"
2,3,2,2,4,3,3,2,5,6,8,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,2,2,0,2,2,1,4,3,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,3,1,1,3,1,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,5,0,1,4,0,5,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,1,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,1,0,1,1,3,2,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,3,1,1,2,1,5,5,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,3,1,1,2,1,5,8,"gebiRewfieSdtt17PTW6Zg"
